gene,GSM8332065,GSM8332066,GSM8332067,GSM8332068,GSM8332069,GSM8332070,GSM8332071,GSM8332072,GSM8332073,GSM8332074,GSM8332075,GSM8332076
RIT1,29.598005860031684,29.20736590270492,31.402958980735733,31.78251752963099,30.849918549627855,30.670974488959196,23.03510414717081,25.019774212107983,22.306089664141453,23.388869286242958,23.923749411450313,23.59479814650186
RITA1,28.43089206428911,30.650186381209707,29.476397080077096,43.90787903507614,41.608964876544334,39.71204532712254,64.93313796587691,63.78431709009502,63.210554356561715,53.16545497419092,46.50554769537247,47.872090454266164
RLF,18.580451628221784,17.82078266693745,18.173900596213112,28.264921188460892,24.427426609580777,26.66543677584885,30.61553382825508,24.697631196501444,30.439141123453084,27.0249540072135,29.24527974475164,28.37225727533901
RLIG1,9.89712498789703,8.96888405557027,7.898903792700398,11.421842237211138,10.210115391869719,12.016613139331028,18.099010401348494,20.133938475408783,18.53857317931327,24.764685126610193,24.571587886808736,23.838546061238446
RLIM,45.98428355225742,47.76905638292861,45.98061069571939,78.21478923307626,68.61636688084488,72.32856670530674,89.08473950793609,87.03230471636704,88.86554756277265,102.30173498730638,105.69021983704549,100.42414087147485
RMC1,17.64676059162772,18.522695332155994,17.59593202601552,15.27050646931489,17.29132445397291,17.395478068364916,38.607304654824546,37.74442332856633,41.502483182075515,34.9850313693382,31.003698463581642,32.028475996387854
RMDN1,37.53437967108119,35.01764296479175,36.7973323025799,33.81030836159963,34.03371797289906,31.929857770222444,34.61141924153982,34.63037417770311,31.754781800694673,39.84952309063663,37.852276631656395,38.317172196591855
RMDN2,1.587274762209901,1.520810774640176,1.4128120604829981,1.6139559683015736,1.2076480571028698,2.059990823885319,2.2329947897767624,2.040239098841423,1.3156406772415872,1.7689060804721564,1.9435154260752674,1.9499833178927155
RMDN3,44.16358603089901,39.58007528871228,43.154986574753394,39.43846250747178,37.986020705235724,33.98984859410776,35.669153615644596,33.556564125681305,32.35280029034994,30.80844756822339,33.224858950524805,35.002200556174245
RMI1,14.658949274526734,12.244476493256803,12.779527274368938,16.512011060316098,13.833059563178328,15.793262983120776,21.389739565230037,19.27489043379134,20.571836044141182,25.649138166846267,25.034329654921894,24.86228730313212
RMI2,27.63725468318416,29.75329797565268,26.907647879198915,18.539801892284746,16.90707279944018,18.76880528428846,14.925807279034148,16.644055806337924,13.814227111036665,16.75547148447237,15.918316823092665,20.27982650608424
RMND1,12.511459890360397,12.868398862339951,13.935464414764116,17.381064274016946,16.852179705935505,16.079372819771518,15.630963528437336,15.623936256917215,15.309273335174833,16.509790084406795,19.851621852054517,17.598599443981758
RMND5A,73.8549609945901,74.48073280930093,67.42966652305219,84.67061310628256,75.8622552234621,80.28242016419729,86.79298169737572,81.77063546146022,85.63624771863421,94.04683994510299,93.28874045161282,100.42414087147485
RMND5B,40.10203002171485,38.83916747542604,40.586237373875214,47.715159780813195,46.219984730937114,44.28980271353436,42.95576819281087,43.81145012248951,46.04742370345555,57.98081041547624,53.40040004025853,49.72457460626424
RN7SL151P,0.0,0.0,0.0,0.0,0.0548930935046759,0.05722196733014775,1.4690755195899752,1.1275005546228918,1.1362351303450071,2.800767960747581,2.221160486943163,3.0224741427337087
RN7SL2,16.152854933077226,7.292092688659307,8.605309822941898,16.470627573949393,13.503701002150272,22.888786932059098,6.287643223845094,11.489767556633279,5.501770104828456,10.220346242728015,3.9795792057731663,7.751183688623544
RNASEH1,14.705633826356436,15.871025263552607,15.412495205269067,19.491622078719004,15.479852368318605,15.221043309819303,33.906262992136625,29.798228943604997,32.11359289448783,37.54011793002021,35.12210019978876,35.197198887963516
RNASEH1-DT,5.228669804926732,4.679417768123619,4.75218602162463,2.8554605593027844,4.281661293364721,3.7194278764596036,18.099010401348494,20.133938475408783,18.95718612207196,17.4925156846691,16.473606944828454,18.42734235408616
RNASEH2B,13.398466375124752,13.25835034301692,11.495152673929848,16.056792710282323,13.00966316060819,14.47715773452738,31.43821611922547,35.11358870111292,29.123500446211494,47.80960045276134,49.00435324318352,44.995865060374406
RNASEH2C,50.83947694254654,50.69369248800587,54.90701416877106,41.17656893487349,43.69490242972202,41.485926314357116,81.21049472293382,95.24695161433382,80.4334868586334,96.60192650578499,87.55074252700966,88.38299388348733
RNASEL,25.022919780720795,25.8147880208153,24.403117408342695,23.423053283556172,22.50616833691712,23.689894474681168,1.3515494780227773,0.8590480416174414,1.3156406772415872,1.1301344403016556,1.1568544202828972,1.1212404077883114
RNASET2,10.410655058023764,12.127491049053713,10.21077807349076,10.84247342807724,10.539473952897774,11.558837400689844,2.526809893694757,2.6845251300545048,3.7077146358626547,2.358541440629542,2.221160486943163,2.144981649681987
