gene,6419C5,6499C4,6694C2
2410004B18Rik,-0.11256034109740565,-0.20366350962681246,0.5059112068257638
2410006H16Rik,-0.37312061040939515,-0.1879502024180164,-7.227151922606367e-05
2410022M11Rik,0.14071323361893506,-0.3268130103624687,0.26136335917486475
2500002B13Rik,-0.29203171863508626,0.3098415728798716,-0.11202992634525621
2500004C02Rik,-0.06617226524504294,-0.3150477186920684,0.5663500440659309
2510002D24Rik,-1.2788872179806048,-0.7203060780295711,0.36590161854864434
2510016D11Rik,-0.536958758095115,-0.13781588327425037,0.35312312379144184
2510039O18Rik,-0.02344991466593882,0.10318768237403297,-0.01582804257994752
2610005L07Rik,0.6325545961301371,-0.04110450855392345,0.2700629663660532
2610008E11Rik,-0.49405321888661025,-0.9755607740779306,-0.2567284461735899
2610020C07Rik,0.1056919208079028,-0.09763376226930631,0.4503048214694979
2610021A01Rik,0.22748572821558177,0.6558247316308621,0.14826507759731955
2610035D17Rik,-0.5740290203792275,0.774800009709355,0.8563929220636068
2610306M01Rik,0.2478790011150236,-0.16046072219897844,0.16908236326868797
2610307P16Rik,0.2834484870353392,0.05548130351124381,0.6333768907723671
2610318N02Rik,-0.15089005489738394,0.38482212979910013,1.3854574509043722
2700033N17Rik,-0.11007445054431064,-0.12738573424697341,0.47774317186837445
2700038G22Rik,-0.15045687551639553,-0.12570569964826062,1.1397779601390456
2700049A03Rik,0.10091000829234176,-0.28426916919630196,-0.4834268020015653
2700054A10Rik,-0.19394282136139607,-0.2298322482607582,-1.0369118204684054
2700062C07Rik,0.161622601118534,0.18814552079292124,-0.09030171741291237
2700097O09Rik,0.46489543955245916,-0.09019816968875993,0.5218876333258642
2700099C18Rik,0.39307950420489357,-0.18983080177869072,1.4178235635625058
2810001G20Rik,-0.016391733750332094,0.025123426356212786,0.9760225579955251
2810002D19Rik,-0.019947347602548238,-0.3628079938841322,0.49368554266331444
2810004N23Rik,0.5290981975957765,0.25411929141958645,0.5775802063933089
2810013P06Rik,-0.3944671786683811,-0.1603623774370817,0.2803242226589657
2810021J22Rik,-0.23265179891062138,-0.6560056361561055,-0.28929720490181055
2810025M15Rik,0.430795582955497,-0.8506657429057487,1.2514479977867068
2810029C07Rik,-0.19138137084236062,-0.15941137363082708,0.39133395324897147
2810039B14Rik,-0.3102743616850989,-0.12018967706599093,-0.16046019969379954
2810402E24Rik,0.4404420522384003,-0.31578671665770597,0.7652741165644308
2810403D21Rik,-0.1788951583078482,-0.4665287320305086,0.375968521741032
2810408A11Rik,0.373052445417558,-0.28595652172994246,-0.21648564854118124
2810408I11Rik,-0.0015415531607358979,0.12471342918927641,0.8814018516916478
2810414N06Rik,-0.7675214054189381,-0.8494917149404126,0.4724697621330418
2810429I04Rik,-0.2268484876905974,-0.4638924508294012,-0.08535150017435938
2810455O05Rik,0.26079790899655775,0.10065904126233605,0.7026151624061928
2900026A02Rik,-0.8672940046851503,-0.8606513676265406,-0.23830654914402505
2900041M22Rik,-0.33875809596230505,-0.36894863940166056,0.1827285429017691
2900076A07Rik,0.14602898269770237,-0.24036744058551435,0.4690188586345735
2900093K20Rik,-0.17234280009925573,-0.25539485893081604,0.7803050553616474
3000002C10Rik,0.41306249369768366,-0.3797232345964594,1.099433877470167
3010003L21Rik,0.3836610969461217,-0.13225297930449043,0.019438296585321924
3110009E18Rik,0.08900713278900962,-0.4805026433163252,0.9928782601485802
3110039M20Rik,0.1434745858339781,-0.0865797150193166,2.00259188755967
3110040N11Rik,-0.3627735865224606,-0.4762126197312506,-0.6483480753976352
3110045C21Rik,0.167910987808493,-0.955964579291618,-0.14911339974026028
3110053B16Rik,-0.6145288202892714,-0.04759840185930786,-0.08216690418972261
3110056K07Rik,-0.26975896363476726,-0.027023960550411896,0.7705949227692283
3110082I17Rik,1.5393375876943596,-0.39388075122730015,0.2005616861446251
3110083C13Rik,-0.006154586579226018,-0.1590090425301806,-0.144820118465816
3222401L13Rik,-0.5983652197330122,-0.5053787022203627,-0.09127463103528921
3300005D01Rik,0.4274456944882328,0.21635882054494823,2.065888555639591
3425401B19Rik,3.1603036812589202,0.0,0.5083421101686665
3930402G23Rik,-0.07625812946741561,0.19291809604385857,0.43404654148756705
4632404H12Rik,-0.058637546569477283,-0.37342672731751914,0.6401587730134757
