gene,PANC-1,Panc02.03
ALKBH4,0.05089453470652039,-0.35329617864624296
ALKBH5,-0.1310879310762756,0.16812470393529022
ALKBH6,-0.3210801931224774,-0.15452155785834232
ALKBH7,-0.0446827751310801,-0.26141440522418957
ALKBH8,-0.026553747055825916,-0.27583508703561455
ALMS1,0.030516626750303644,0.4918761123970463
ALMS1-IT1,-0.027851089446315314,-0.21846904871877
ALOX12,-0.04029668083850413,0.08559426734928977
ALOX12-AS1,0.22570019426541776,0.05227777633937025
ALOX12P2,-0.1927703347353646,-0.039771433044544
ALOX5,0.08166826397519496,-1.6682679111274599
ALOX5AP,-0.21203698938744941,0.5689093713962579
ALOXE3,0.5622185990043895,0.11129717088901048
ALPG,-2.6563254840317416,-3.3001208428705073
ALPK1,1.2101419850158972,0.29929763144329513
ALPK3,-0.2503117933755936,-0.4772243258177644
ALPP,-0.5947741388355526,-1.3974544262475312
ALS2,-0.33270403873295784,0.1931996347847429
ALS2CL,0.17379353823273314,-0.7419268542570583
ALX4,1.4577760943117544,0.02786360824845108
ALYREF,0.15946800868071165,-0.4127321935422952
AMACR,-0.011371611242672053,0.42634046468015974
AMBRA1,-0.2926646770330912,0.11341094187086576
AMD1,0.22765762398056033,0.8799787048110694
AMDHD1,0.4604885024460808,0.18779641952817605
AMDHD2,0.056147375211735184,-0.2951618820603339
AMER1,-0.4592446332164366,1.1603215340466733
AMFR,-0.04194564540793522,0.05839480101538186
AMH,-0.2749419091751273,-0.10882157372846946
AMIGO1,-0.10947856515038867,0.5605899580579161
AMIGO2,-0.6342689200974867,-0.16923519956183153
AMMECR1,0.15590832300749646,1.158672354917658
AMMECR1L,-0.12053692777153202,0.13541700379169264
AMN,-0.15592857647752084,-0.581290971103575
AMN1,0.569546532106513,0.2948515587359948
AMOT,-1.3198268135265423,-0.9862568673193306
AMOTL1,-0.657874278539345,0.668464232257274
AMOTL2,-0.06809746297636554,0.5476188359758458
AMPD2,0.03146149822824462,0.323724773185595
AMPD3,-0.494759631881855,0.32988259977637835
AMZ1,-0.36478643971111957,1.6046888092076492
AMZ2,0.21241447088398502,-0.016969496584725796
AMZ2P1,-0.02967133882049655,-0.24145872319739548
ANAPC1,-0.1736591980661748,0.3117704621360877
ANAPC10,0.07101773438107761,0.1135053359733369
ANAPC11,-0.021856497160838373,-0.47282630321790187
ANAPC13,0.003417147614255711,0.47381891480883453
ANAPC15,-0.36094660074359264,-0.18613689713738713
ANAPC16,-0.09026400655144329,-0.09309184840547413
ANAPC2,-0.016426257255390375,-0.19688435215792133
ANAPC4,0.19569853613765442,0.15884770975083562
ANAPC5,-0.045869549417056454,0.2034190682519359
ANAPC7,0.04414673801047275,0.13556974448417947
ANG,-0.20125759912240432,0.017513023333690203
ANGEL1,-0.07441918481365573,0.34819470227023697
ANGEL2,0.0866553023872223,0.6122842311126497
ANGPT4,0.013050501015491156,-0.5583570503098972
ANGPTL2,0.0,1.7790729336147053
ANGPTL4,0.29659084890748844,1.1911846326097248
ANK1,-0.2978552209569161,0.8359439184272044
ANK2,1.5515293826268748,0.9375486695860679
ANK3,-0.024358313791638997,0.27071074578505083
ANKAR,0.12857666584560068,-0.04431931002902956
ANKDD1A,-0.1919632461607761,-0.5950229572632098
ANKEF1,0.8412072102800128,0.4105443981021626
ANKFY1,-0.023562690279256948,0.6464408321137229
ANKH,0.3881179041478804,-0.0350953775256162
ANKHD1,-0.14947703443744575,-0.10439576507187986
ANKIB1,0.036720467363783094,0.33511387962341743
ANKLE1,-0.030250580234178148,0.14860179710020255
ANKLE2,0.11246591554686702,-0.00023030091748665882
ANKMY1,0.13261809147881332,-0.03247272943060775
ANKMY2,-0.11413220728627582,-0.147418168412508
ANKRA2,0.22030207638381727,0.0022619565773460693
ANKRD1,2.9049513184008466,-1.752888563814306
ANKRD10,-0.35848088446944537,0.4441809585446661
ANKRD10-IT1,0.02323267746045299,0.4462568223745951
ANKRD11,-0.24833174709067407,0.0013043700611605757
ANKRD12,0.04029817154613102,0.33662531837029164
ANKRD13A,-0.006079826952229084,1.190666800798037
ANKRD13B,-0.26043428529937795,-0.6496910059983105
ANKRD13C,-0.06289683949060798,0.2149983817082397
ANKRD13C-DT,0.6424785703477771,0.07244911408446697
ANKRD13D,-0.13181030044458453,-0.5079862454803354
ANKRD16,-0.5516791978872062,0.08329703607336114
ANKRD17,0.0663097303845257,0.2896420091075571
ANKRD18A,-0.15921339196496742,0.20284271638930076
ANKRD18B,-0.31956658398950344,0.18562907293550812
ANKRD18EP,0.238944417062815,0.7069580284156941
ANKRD19P,-0.13870503845829277,-0.49222811790408294
ANKRD2,-0.2545202942125838,1.2058725981351235
ANKRD20A5P,-0.28191584989853014,-0.20800721358806262
ANKRD22,-0.07858654046135476,-0.34038079604527205
ANKRD24,0.3024612044036613,-0.30849871745632296
ANKRD26,0.11025181032411879,-0.05053205081244405
ANKRD27,0.1468497716320618,0.29599221926581976
ANKRD28,-0.16265716904322503,0.21297816282751292
ANKRD29,0.2712972389734264,0.45631709013725597
ANKRD33B,-0.28230914733486046,1.7035726940456617
ANKRD33BP1,0.5827050019813164,-0.012619033387791578
ANKRD34A,-0.7795164998640183,0.10380452333537105
ANKRD34B,0.039033697165204106,0.992042679686322
ANKRD36,-0.047977942691753706,-0.004217693123365729
ANKRD36B,-0.11548428939299149,-0.15071160683677765
ANKRD36C,0.016799823786161072,-0.5744700526647138
ANKRD37,-0.026656614099102693,-0.26151269710154823
ANKRD39,-0.04108550108162956,-0.17692151446763438
ANKRD40,0.014793420622406295,0.236314318393692
ANKRD42,0.11636882895805156,0.09525618793645307
ANKRD42-DT,0.3314080961517757,0.0658448360418552
ANKRD44,-0.4210859828926363,0.13292529200240422
ANKRD46,0.29901172189817116,0.05023150097220874
ANKRD49,0.04262223417225508,-0.33473433931825625
ANKRD50,0.28190059470207096,1.1356492132458929
ANKRD52,-0.24580579081215514,0.4957432262339738
ANKRD54,0.019526054806831894,0.14915355662631669
ANKRD6,-0.18309005720734922,-0.07616568610398411
ANKRD65,-0.308977425988489,-0.15055303381895424
ANKRD9,-0.22406159133976722,-0.03924638176928141
ANKS1A,-0.20747166131278139,0.6898776496988424
ANKS1B,0.27562781347377285,0.14012694432886266
ANKS3,0.08214626564232974,-0.043580250776096285
