,H358_RMC-Resistant_Control_3,H358_RMC-Resistant_Control_2,H358_RMC-Resistant_MUC1_Silencing_1,H358_RMC-Resistant_MUC1_Silencing_2,H358_RMC-Resistant_Control_1,H358_RMC-Resistant_MUC1_Silencing_3
CCS,3.991988844,4.24302357,3.39180393,4.579564217,5.216013829,3.976482378
CCSAP,4.966021666,4.723631047,3.82883464,3.375068727,5.068404591,3.332943845
CCSER1,0.255468736,0.300143361,0.202003735,0.173440896,0.290379067,0.166609444
CCSER2,4.017584891,3.86905977,4.791521633,4.425930617,3.829664619,4.41260476
CCT2,92.48326654,89.65145177,124.2608238,125.6856977,86.86428646,119.0136075
CCT3,192.0302523,186.2532127,225.2174292,222.0068322,174.4538808,204.0829022
CCT4,83.39126144,82.87237967,104.1320668,119.3868082,92.66399255,108.3585955
CCT5,83.80170734,83.03936351,105.1361523,116.4017552,89.67257379,107.2036061
CCT6A,70.98879287,69.34917294,106.2758946,118.8555418,77.6863606,108.1813354
CCT6B,0.03443237,0.04675175,0.064030802,0.060722005,0.130855441,0.065983779
CCT6P1,1.510112197,1.55381693,1.569871579,1.796419841,1.722001293,1.514317585
CCT6P3,0.697513738,0.631308377,0.740677093,0.899330478,0.848719428,0.739598904
CCT7,89.39403903,92.15058051,103.6923347,133.2382542,105.5940337,118.2138127
CCT8,79.68959147,78.02394818,101.732408,112.7185077,78.53544203,103.5090996
CCT8L2,0.0,0.0,0.0,0.0,0.0,0.0
CCZ1,8.952012268,8.62225382,10.62290985,10.16010265,9.054044635,8.841155929
CCZ1B,18.3870727,15.97554706,19.79002681,17.9031959,15.62184194,17.67778459
CCZ1P-OR7E38P,8.688936799,7.432554997,11.27278595,9.8072912,7.293261917,8.884474726
CD101,0.0,0.0,0.0,0.002293867,0.0,0.0
CD109,12.32728345,12.14417417,7.448605277,7.045280085,12.92548763,6.844960687
CD14,0.114144725,0.190121319,0.097644263,0.123865521,0.160171295,0.100618885
CD151,29.90985552,28.40862617,29.25590775,30.57506252,26.84063804,28.23038006
CD160,0.041242621,0.0,0.009587694,0.01118692,0.006028615,0.0
CD163,0.0,0.004811568,0.013181652,0.013474744,0.002072417,0.008492738
CD163L1,1.347849933,1.334467896,1.444754649,1.675908057,1.432944769,1.524361429
CD164,27.71190828,27.91219689,34.93700568,33.60479805,27.06621982,32.0395381
CD164L2,0.028929004,0.0,0.048423978,0.043934994,0.020298349,0.072064595
CD177,0.089526586,0.093994294,0.279674491,0.369273135,0.083746505,0.322546554
CD180,0.02852084,0.025811021,0.021212074,0.009289293,0.03668282,0.008198766
CD19,0.029042508,0.063843155,0.015430555,0.058536096,0.038811815,0.015901532
CD1A,0.007329322,0.0,0.0,0.007955471,0.0,0.0
CD1B,0.0,0.0,0.0,0.0,0.0,0.0
CD1C,0.0,0.0,0.0,0.0,0.0,0.0
CD1D,0.0,0.0,0.0,0.004298679,0.0,0.0
CD1E,0.0,0.0,0.0,0.0,0.0,0.0
CD2,0.0,0.0,0.0,0.0,0.0,0.004902904
CD200,0.009779826,0.0,0.012123217,0.010616504,0.0,0.0
CD200R1,0.013132739,0.023771518,0.027471782,0.02138426,0.0,0.03145958
CD200R1L,0.0,0.0,0.0,0.0,0.0,0.0
CD207,0.034999399,0.0,0.0,0.0,0.035810616,0.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0
CD22,3.13858751,2.987981482,6.201199531,5.639184705,2.738814063,5.567439704
CD226,0.063330002,0.040328163,0.058873384,0.048390366,0.057591842,0.029218815
CD24,7.252332858,6.447233205,5.066036594,4.676618524,6.292767756,4.341959862
CD244,0.0,0.0,0.0,0.0,0.0,0.0
CD247,0.0,0.004505617,0.013883896,0.0,0.0,0.004768684
CD248,0.161639026,0.140765616,0.056707372,0.04304168,0.124810385,0.064291653
CD27,0.0,0.0,0.0,0.0,0.0,0.0
CD27-AS1,0.020013026,0.03622579,0.068223722,0.07241573,0.066302424,0.038353012
CD274,0.8501658,0.997221965,7.976272056,7.892304678,0.977903419,7.622476852
CD276,15.92947551,15.42336177,11.13599923,9.950150242,13.79423968,9.996478911
CD28,0.019555256,0.001361047,0.005593121,0.004901189,0.0,0.004324433
CD2AP,11.14568946,10.6011321,13.87320734,12.92092139,10.89368129,12.27465149
CD2BP2,6.946731701,6.716309536,9.654014395,12.70594288,8.923748039,11.56734582
CD300A,0.0,0.0,0.0,0.0,0.0,0.00411118
CD300C,0.037370318,0.019332919,0.178717417,0.191137138,0.006243014,0.276213701
CD300E,0.0,0.0,0.0,0.0,0.0,0.0
CD300H,0.0,0.0,0.0,0.0,0.0,0.0
CD300LB,0.0,0.0,0.003209607,0.011242024,0.008073232,0.0
CD300LD,0.0,0.0,0.0,0.0,0.0,0.0
CD300LF,0.0,0.0,0.0,0.0,0.0,0.0
CD300LG,0.0,0.001932189,0.0,0.0,0.0,0.0
CD302,0.003748009,0.005087092,0.005226146,0.002035104,0.010955334,0.001795776
CD320,15.17992515,13.93623868,10.70446547,12.1519954,12.70983592,10.58442377
CD33,0.293740805,0.251683416,0.38533197,0.273168743,0.226955853,0.306570512
CD34,0.0,0.002482648,0.0,0.011913837,0.006415267,0.002628732
CD36,0.013454405,0.019477216,0.023762134,0.024842334,0.023595458,0.018050241
CD37,0.0,0.006585637,0.0,0.0,0.0,0.013934134
CD38,0.090803755,0.138856014,0.131957169,0.137520544,0.109153945,0.131135674
CD3D,0.0,0.0,0.0,0.0,0.0,0.0
CD3E,0.00566248,0.0,0.021062791,0.024571429,0.0,0.0
CD3EAP,6.926080688,6.271661187,13.4276074,15.64893863,6.975074257,13.73277657
CD3G,0.0,0.0,0.0,0.0,0.0,0.0
CD4,0.0,0.003954879,0.0,0.0,0.0,0.002094021
CD40,5.63537387,5.420540746,4.903566886,5.650260774,5.174665653,5.155703756
CD40LG,0.004485731,0.0,0.0,0.0,0.0,0.0
CD44,26.14660517,24.76292826,42.87152751,42.3545505,25.52500543,39.40379352
CD46,24.03413545,23.904019,19.10697502,18.19531182,24.4900205,17.30386123
CD47,11.19443425,10.72096907,9.962208027,9.536425319,10.57881027,8.522665831
CD48,0.0,0.0,0.003982066,0.004647782,0.0,0.0
CD5,0.012879355,0.0019424,0.003990929,0.002330914,0.0175684,0.002056931
CD52,1.108657543,1.689759007,0.577641766,1.123647643,1.221994022,0.592969324
CD53,0.020698554,0.01405397,0.004811813,0.011228764,0.012102407,0.02974793
CD55,15.8361619,15.70157778,24.07428432,21.25863461,14.50300756,20.19983313
CD58,4.815313884,5.166057531,4.698262994,5.981936927,4.928463547,4.794790497
CD59,4.548762778,4.612095984,10.01031571,10.31491552,4.963407909,9.791705
CD5L,0.0,0.0,0.0,0.0,0.0,0.0
CD6,0.0,0.0,0.0,0.0,0.0,0.0
CD63,24.734836,24.80873059,22.94681341,30.19820134,28.68972982,26.59601175
CD68,11.36308624,10.28593345,19.75446391,17.67436159,9.581823195,17.3414911
CD69,0.0,0.0,0.0,0.0,0.0,0.0
CD7,0.041869387,0.031596097,0.038940484,0.015134992,0.081611073,0.006685598
CD70,0.0,0.0,0.0,0.0,0.0,0.008095157
CD72,0.060549946,0.044852158,0.07678121,0.06568956,0.051496831,0.031644061
CD74,0.537518542,0.590235827,0.092559304,0.216010674,0.494704414,0.195516042
CD79A,0.05727237,0.019449416,0.006658364,0.031052777,0.016745307,0.027435127
CD79B,0.084335186,0.108192679,0.071899701,0.03810645,0.106850315,0.047132409
CD80,0.0,0.0,0.0,0.0,0.0,0.0
CD81,59.62921372,56.73581423,48.51807338,47.14349277,53.0072455,46.59537172
CD81-AS1,0.078417658,0.099430036,0.029175278,0.051011608,0.045857218,0.030050665
CD82,1.724554944,1.605936096,3.533432798,3.87113734,1.970435958,3.858679141
CD83,1.271182116,1.251463556,2.432807064,2.396477574,1.442847693,2.22221571
CD84,0.0,0.002347565,0.0,0.0,0.002022448,0.0
CD86,0.04729508,0.030911118,0.080608117,0.039939021,0.046082626,0.025177476
CD8A,0.042917104,0.079518565,0.1006894,0.146470667,0.105136302,0.097917372
CD8B,0.0,0.0,0.0,0.004756779,0.0,0.0
CD8B2,0.0,0.0,0.0,0.0,0.0,0.0
CD9,19.56882577,19.87960054,22.67949507,22.90281092,18.15418634,20.94484272
CD93,0.023714702,0.022430937,0.11422362,0.092498142,0.040328438,0.081605063
CD96,0.053145376,0.031635002,0.028600535,0.021265841,0.031067721,0.020103086
CD99,0.0,0.0,0.0,0.0,0.0,0.0
CD99L2,5.052635266,4.722264221,4.784345226,5.123905016,4.915532127,4.302875488
CD99P1,0.0,0.0,0.0,0.0,0.0,0.0
CDA,17.45929578,16.85262617,47.43665282,42.00179604,15.0226317,41.73776131
CDADC1,0.855676176,0.836648309,0.989665739,1.044986947,0.849746798,0.917913128
CDAN1,1.598672541,1.437904704,1.711178107,1.772341655,1.386111445,1.770090441
CDC123,77.36081235,74.81838347,99.45214226,87.64778887,64.16505081,81.34105919
CDC14A,1.4578473,1.20542792,1.09076173,1.277318291,1.43035657,1.142907381
CDC14B,4.147796854,4.032575138,6.154700902,6.21783437,4.316593605,5.826687452
CDC14C,0.092988461,0.060107806,0.145725528,0.152883036,0.09940636,0.11201648
CDC16,15.14572514,13.95855817,18.42922502,19.19284016,15.27446319,17.93448722
CDC20,79.325746,77.14257827,93.68925699,101.4202348,83.98804127,91.88379755
CDC20B,0.002566964,0.00232297,0.021477367,0.016722611,0.042019301,0.01721819
CDC23,19.86861046,19.19619847,26.82178928,27.5485621,18.41366203,25.49378378
CDC25A,6.753789435,6.611289361,15.7945753,16.75607016,7.125092669,15.13905715
CDC25B,34.20389969,34.12122865,29.85883446,31.98357304,36.59633476,29.78499113
CDC25C,4.10462189,4.478002202,3.057335751,3.431788398,5.292442283,3.296478485
CDC26,14.59829906,15.26271257,18.98594761,23.48654633,16.95114832,21.79659978
CDC27,16.19414925,15.3587656,18.9050678,18.73948603,15.83161991,17.51988541
CDC34,13.22288356,12.53701401,17.67828827,19.61231155,12.5180504,17.93175871
CDC37,41.6642541,37.59563339,52.34011151,64.48416841,40.42644829,58.64813761
CDC37L1,3.438806257,3.296039263,3.188778292,3.564200958,3.351397915,3.381505595
CDC37L1-AS1,5.212091771,4.201291774,4.727340336,5.806020695,6.763548898,3.062360587
CDC40,3.928341461,3.962049859,3.584998956,3.770656316,4.089215792,3.464910002
CDC42,75.33756159,73.51735585,83.31493054,82.10058538,65.2845452,75.51923448
CDC42BPA,4.170938738,3.997945002,3.908228041,3.927050359,4.521276982,3.763687322
CDC42BPB,6.791028194,6.540080977,8.250151675,8.984028375,7.395227394,8.495190372
CDC42BPG,0.237882577,0.203128772,0.328921998,0.353629817,0.238143742,0.360455173
CDC42EP1,15.36072475,14.15062694,23.5117871,22.2090828,12.56776144,22.09185211
CDC42EP2,11.58377917,11.89820148,21.10257868,21.00576448,11.2946474,19.30230878
CDC42EP3,9.688946557,9.781974747,20.23462544,19.18683807,9.87258568,18.50331286
CDC42EP4,8.167200911,8.532783041,8.351802997,9.984362976,8.444808488,9.01650368
CDC42EP5,0.008447107,0.003821831,0.013741865,0.020638493,0.004938198,0.010118019
CDC42P3,0.058201107,0.085105654,0.029139711,0.126318343,0.041881614,0.085793665
CDC42SE1,13.07198659,12.81545704,19.21145586,20.18106885,13.79449466,19.09713926
CDC42SE2,13.97954373,13.2110742,15.36689877,14.06754339,11.94046732,13.10852246
CDC45,6.213249229,6.357955567,6.758330265,7.657687493,7.278861653,7.481744456
CDC5L,10.92770676,10.24821359,12.72198404,13.02815314,10.85806321,12.1786969
CDC6,25.02034688,23.54558505,35.00980366,35.99286336,25.73999443,33.81053038
CDC7,8.29049399,8.276894503,8.941085488,8.536254833,8.280855974,8.014275816
CDC73,11.82931859,11.16097733,10.77164603,11.48380973,12.01080593,10.80588437
CDCA2,14.24845897,13.43408456,13.53750395,13.53483849,14.88388285,13.06576151
CDCA3,6.622503093,6.463189689,6.229543217,6.541289694,6.241831415,6.220471652
CDCA4,14.12262609,13.46455615,17.68490672,18.6778326,12.79623397,16.85419937
CDCA5,15.59771799,15.23062862,21.60950672,25.14853514,17.51254865,23.67864878
CDCA7,26.63468858,24.5556995,25.07770104,23.36634989,24.03472278,22.66078329
CDCA7L,17.00656181,16.07869759,17.61469701,16.58497698,16.11108098,15.96138174
CDCA8,18.65703963,17.92570581,19.06449823,20.60941878,19.57577304,19.03333212
CDCP1,6.536301721,5.971272395,23.92421251,23.32581059,6.71993596,22.40190744
CDCP2,0.0,0.004989084,0.0,0.005985423,0.0,0.010565277
CDH1,0.401634883,0.413758338,4.913556664,4.541768386,0.427368786,4.459932304
CDH10,0.0,0.0,0.0,0.0,0.0,0.0
CDH11,3.367918887,3.335135846,2.986384875,2.964358209,3.490383502,2.855952408
CDH12,0.004687307,0.001413706,0.008714248,0.003393792,0.001826753,0.004491695
CDH13,0.010263824,0.009287011,0.044524465,0.04458662,0.012000252,0.031145537
CDH15,0.568015965,0.492109393,0.195207628,0.233822492,0.664147495,0.20636484
CDH16,0.002595905,0.004698342,0.0,0.002818503,0.003035223,0.004974943
CDH17,0.0,0.010681477,0.003657798,0.00427298,0.009201175,0.003770562
CDH18,0.012219123,0.009949855,0.014765411,0.011944729,0.027143349,0.004683738
CDH18-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CDH19,0.001161308,0.0,0.005397306,0.002522774,0.0,0.0
CDH2,25.41903459,24.56600272,27.96497069,28.17231261,25.22093632,27.05805898
CDH20,0.003849312,0.001741543,0.007156568,0.00418016,0.002250294,0.0
CDH22,0.007653837,0.019045492,0.014229856,0.012467565,0.004474403,0.016502228
CDH23,0.000514591,0.001396594,0.00143488,0.000559036,0.003008051,0.000493136
CDH23-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CDH24,5.246403071,4.753150077,4.19556604,3.906927305,4.442034884,3.754268104
CDH26,0.021767361,0.007877987,0.018884886,0.036250059,0.033932796,0.034765079
CDH3,0.03349377,0.026741788,0.135531583,0.111255846,0.020732173,0.115166145
CDH4,0.0,0.001575353,0.0,0.001261147,0.004071658,0.001112497
CDH5,0.00538252,0.001623442,0.008339129,0.00779381,0.00209772,0.0
CDH6,0.024198445,0.015098292,0.005429169,0.00815778,0.02438879,0.006397033
CDH7,0.0,0.0,0.0,0.0,0.0,0.0
CDH8,0.111196307,0.097927244,0.132304151,0.149752698,0.130006846,0.142074868
CDH9,0.0,0.0,0.0,0.0,0.0,0.0
CDHR1,0.0,0.0,0.0,0.0,0.0,0.000941581
CDHR2,0.005075349,0.0,0.0,0.001837309,0.0,0.003242345
CDHR3,0.026708368,0.05739022,0.034135606,0.031427963,0.049440968,0.027727065
CDHR4,0.009441181,0.005696362,0.014629125,0.003416402,0.0,0.006031078
CDHR5,0.0,0.00093484,0.0,0.0,0.001208039,0.0
CDIP1,2.511452914,2.447001769,3.367119252,3.329624298,2.497150603,3.201284706
CDIPT,11.66606725,11.3934494,11.44445885,12.34915646,10.94733829,10.98926322
CDIPT-AS1,0.026729341,0.03634326,0.08706234,0.072339298,0.062541837,0.038403076
CDK1,13.95231279,13.97285404,13.37584891,14.48550112,15.0290225,13.22744194
CDK10,4.204496531,4.038718264,3.871059898,4.02458939,4.519379145,3.883422497
CDK11A,2.032625421,1.773890424,1.909109611,2.128528523,2.283811811,2.28988076
CDK11B,3.711942636,3.465494775,4.298925118,5.083693168,4.281134139,4.946554486
CDK12,12.62871571,11.7428957,15.0867421,14.22431873,12.69158312,13.67690553
CDK13,7.18964882,6.745092463,7.871449452,7.413141248,7.053281897,6.85705951
CDK14,3.210279339,2.733657231,2.321221035,2.147262271,3.160687235,2.12143421
CDK15,0.006145484,0.018071516,0.058553835,0.053395204,0.016166489,0.02944512
CDK16,22.22406486,22.99751711,25.2270976,23.6405781,21.71181836,22.69732451
CDK17,3.699122026,3.660912623,4.731454546,4.82366908,4.103815954,4.41483705
CDK18,0.639554912,0.842950397,0.469605908,0.525869516,0.804674952,0.464075922
CDK19,4.254452585,3.907081882,2.851979285,2.703691192,3.99263243,2.572440607
CDK2,22.02392383,21.9601344,22.15861058,23.97413604,22.61070042,21.96361242
CDK20,1.902151014,1.592920986,1.888543899,1.703805542,1.661494379,1.835028864
CDK2AP1,22.54056955,22.37500479,27.93824223,26.76804432,20.11770138,26.60412405
CDK2AP2,37.32647242,36.29046173,22.30178523,19.98005069,29.48469025,18.57282681
CDK3,0.0,0.0,0.0,0.0,0.0,0.0
CDK4,56.7793855,58.95663516,62.21817626,65.97556842,55.26732765,60.12505051
CDK5,12.36633586,10.80341742,11.38067387,11.66855688,11.69795354,10.7884399
CDK5R1,3.225870838,2.715357929,4.937198257,4.604822555,2.943851594,4.290134712
CDK5R2,0.040179527,0.041957685,0.03735474,0.063750808,0.043366662,0.079962451
CDK5RAP1,5.689523946,5.139458798,7.740762342,10.15495649,6.07238832,8.589991779
CDK5RAP2,8.541775995,7.77179152,8.595560143,8.899072421,8.336772364,8.122028452
CDK5RAP3,4.393126915,4.139280173,3.990784422,4.78065601,5.379655769,4.432316375
CDK6,16.40183826,15.14475484,20.36802211,18.34715033,15.70791637,17.61477532
CDK7,4.343653761,4.576124773,5.124045261,5.339093484,5.009422453,4.845741604
CDK8,4.705627152,4.719005849,6.458418954,6.579843702,4.773747858,6.49128952
CDK9,15.2231587,15.22921834,18.38536396,18.98657978,14.57879696,17.96180646
CDKAL1,9.732883927,9.019423583,11.6937571,11.35157956,9.172231312,10.00435354
CDKL1,0.564627119,0.578272056,0.811696833,0.852243133,0.547472411,0.794403121
CDKL2,0.207700187,0.14631437,0.082743384,0.049949718,0.145701498,0.072504869
CDKL3,1.217163848,1.147350705,1.437278898,1.66796433,1.134858226,1.384408246
CDKL4,0.084203343,0.121365337,0.05218914,0.101567347,0.175033319,0.086661052
CDKL5,1.193826097,1.041094837,0.80081251,0.777398477,1.050524491,0.766348791
CDKN1A,3.666065644,3.797860819,10.97279373,10.82994631,3.321749053,10.76737812
CDKN1B,9.820899344,9.05641684,7.614956543,8.013835102,9.700427166,7.150661587
CDKN1C,0.19946228,0.16646732,0.216021542,0.218708318,0.230945841,0.144743348
CDKN2A,25.39870142,22.7859508,19.89793338,23.01798389,20.71197085,20.05735798
CDKN2A-AS1,0.0,0.038836775,0.0,0.0,0.0,0.0
CDKN2AIP,2.841848046,2.651189544,3.715273805,3.832416001,2.651298019,3.504405444
CDKN2AIPNL,37.99307129,37.80448838,39.46137696,42.41503926,33.80664876,37.41196146
CDKN2B,7.124670767,7.053008709,8.818479992,8.541959107,6.557730603,8.581148647
CDKN2B-AS1,0.314060314,0.258629717,0.200095764,0.268256376,0.290867089,0.228249694
CDKN2C,7.173363041,6.663790007,3.268413364,3.466345624,6.945923798,3.186865371
CDKN2D,1.173799964,0.880137197,0.892608066,0.948284958,0.936586237,0.954750784
CDKN3,92.89545755,86.04551961,69.98293416,68.21248032,76.89126864,60.23909982
CDNF,0.206519043,0.193039134,0.148696607,0.202302388,0.233730851,0.242539376
CDO1,0.036614598,0.0,0.022695779,0.013246068,0.023785801,0.019490637
CDON,0.513883955,0.538410555,0.292172908,0.230190573,0.537825888,0.241995029
CDPF1,1.00829221,1.027664856,1.323423299,1.068799893,0.997207424,1.468403896
CDR1,0.0,0.006218592,0.0,0.022342035,0.0,0.0
CDR2,4.639576408,4.333713351,5.491595261,6.011451589,4.475990528,5.69042319
CDR2L,3.969752396,4.068695436,6.704806314,7.762513455,4.122970377,7.673375723
CDRT1,0.402711879,0.308753457,0.269243676,0.355455394,0.280654036,0.220513938
CDRT15,0.0,0.0,0.0,0.0,0.0,0.0
CDRT15L2,0.0,0.008289338,0.0,0.0,0.0,0.0
CDRT15P1,0.017100783,0.0,0.0,0.0,0.0,0.0
CDRT15P2,0.0,0.0,0.0,0.0,0.0,0.0
CDRT3,0.177999293,0.080876574,0.082956515,0.063945067,0.243162801,0.056794596
CDRT4,0.009398361,0.0198468,0.014562754,0.0,0.021978414,0.009005592
CDRT7,0.0,0.0,0.0,0.0,0.0,0.0
CDRT8,0.0,0.0,0.0,0.0,0.0,0.0
CDS1,0.39866834,0.363666942,1.246384683,1.088608484,0.344352675,1.026023393
CDS2,3.754317046,3.730086346,4.824131556,4.72893443,3.84372195,4.633535822
CDSN,0.005382602,0.004426749,0.005912541,0.004784354,0.000572074,0.003282484
CDT1,7.017954858,6.739633617,8.756772799,9.476655342,6.778238312,8.967229205
CDV3,35.44465359,32.32974923,74.95576768,75.22074611,34.31061757,70.01657602
CDX1,0.02802457,0.0,0.0,0.0,0.0,0.0
CDX2,0.0,0.0,0.0,0.0,0.0,0.0
CDX4,0.0,0.0,0.0,0.0,0.0,0.023552429
CDY1,0.0,0.0,0.0,0.0,0.0,0.0
CDY1B,0.0,0.0,0.0,0.0,0.0,0.0
CDY2A,0.0,0.0,0.0,0.0,0.0,0.0
CDY2B,0.0,0.0,0.0,0.0,0.0,0.0
CDYL,7.30604802,6.889807666,8.792816492,8.81933437,7.14865255,8.552656013
CDYL2,0.009713825,0.006391447,0.016416307,0.011511,0.0,0.011847425
CEACAM1,0.395434502,0.386070213,1.296265966,1.202330099,0.318773374,0.997169442
CEACAM16,0.024689428,0.026820955,0.018366219,0.03214715,0.028871363,0.023655958
CEACAM18,0.0,0.0,0.007723818,0.0,0.0,0.0
CEACAM19,0.388677728,0.441330924,0.450066914,0.47942951,0.512321085,0.562028588
CEACAM20,0.191383617,0.181495011,0.016947987,0.084062065,0.335693864,0.052392931
CEACAM21,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM22P,1.29122885,1.499065013,0.327806674,0.363576756,1.776694042,0.35004042
CEACAM3,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM4,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM5,0.0,0.0,0.003967497,0.016220676,0.0,0.0
CEACAM6,0.0,0.00270866,0.022260192,0.042240377,0.0,0.040150662
CEACAM7,0.0,0.0,0.0,0.002034552,0.0,0.0
CEACAM8,0.0,0.0,0.0,0.0,0.0,0.003293075
CEBPA,0.070909477,0.064173242,0.032961688,0.07377475,0.110548568,0.096257622
CEBPA-AS1,0.06154818,0.058983821,0.026928955,0.058947439,0.09736878,0.04509844
CEBPB,17.10620475,16.46098663,16.70043217,17.35717272,13.90431571,16.20864331
CEBPB-AS1,0.180425019,0.22625335,0.208466964,0.277054875,0.268219322,0.269212235
CEBPD,8.451720799,9.906876323,7.954571459,7.679060159,7.953135549,6.929619479
CEBPE,0.0,0.0,0.0,0.005976534,0.0,0.005278216
CEBPG,4.496615675,4.466581045,5.971195449,6.224775199,4.421933599,5.776744114
CEBPZ,22.04985445,21.81288077,32.05463188,32.6790536,22.80321368,29.47121674
CEBPZOS,11.38328958,10.6581524,14.30980062,12.33522892,9.151060105,12.0958435
CECR2,0.338050435,0.329792406,0.172330217,0.164306946,0.346326937,0.147616033
CECR3,0.017046236,0.003857495,0.011887211,0.0,0.02491604,0.0
CECR7,1.087409134,0.94811841,1.317119088,1.223729283,1.23493632,1.069182609
CEL,0.181524272,0.200133404,0.107396416,0.107482771,0.131210649,0.120174663
CELA1,0.0,0.0,0.0,0.0,0.0,0.0
CELA2A,0.0,0.0,0.0,0.0,0.0,0.0
CELA2B,0.0,0.0,0.0,0.0,0.0,0.0
CELA3A,0.0,0.0,0.0,0.012188642,0.0,0.0
CELA3B,0.0,0.0,0.0,0.0,0.0,0.0
CELF1,12.13060014,11.58999165,17.96348711,17.53787489,12.00821578,16.70745291
CELF2,0.814594716,0.782236058,1.819902253,1.563729129,0.758701987,1.590871214
CELF2-AS1,0.0,0.0,0.0,0.0,0.0,0.0
CELF2-AS2,0.0,0.0,0.0,0.0,0.0,0.0
CELF3,0.001241681,0.001123429,0.0,0.001348657,0.0,0.0
CELF4,0.009524254,0.040931406,0.009959655,0.009051832,0.038973379,0.007986052
CELF5,0.343635906,0.362526324,0.338822436,0.382292363,0.315556438,0.323964608
CELF6,0.010523492,0.011427051,0.009782711,0.006856452,0.007382466,0.018151394
CELP,0.0,0.0,0.009288339,0.0,0.0,0.0
CELSR1,0.617529691,0.571055556,0.374936807,0.361797266,0.567670887,0.37344209
CELSR2,0.39231907,0.456768268,0.122803736,0.141329528,0.484672744,0.142115354
CELSR3,0.668893686,0.660824308,0.549091607,0.521517018,0.723186116,0.536060419
CEMIP,0.211835799,0.171951327,0.638553703,0.565578346,0.190956269,0.582439039
CEMP1,0.0,0.0,0.0,0.0,0.037368756,0.006122847
CEND1,2.200594434,2.297271341,1.134714112,1.13565591,1.79717098,1.21811628
CENPA,13.97470518,14.69050378,11.49167312,13.71389854,16.85480908,13.27261369
CENPB,13.78832624,13.36402962,13.84970578,16.09207278,13.46133608,15.10683972
CENPBD1,2.970430441,2.966133177,3.423347177,3.417821824,3.032036145,3.241358866
CENPBD1P1,3.465155363,3.599118617,3.172826709,3.536234272,3.495055791,3.222730463
CENPC,3.196142873,2.900390165,2.534136406,2.432316987,3.335262983,2.254771117
CENPE,6.430973764,6.288977023,6.08014721,6.207712754,7.197407302,5.863699299
CENPF,23.24603009,21.91624722,19.72484806,20.06164973,26.83903181,18.82770929
CENPH,13.6023586,12.77879536,11.81174648,12.18310028,13.209574,11.59498911
CENPI,5.284387419,5.108947254,5.065482031,4.605300979,5.726699539,4.4848133
CENPJ,3.581718634,3.119211165,3.569866827,3.384306732,3.657815321,3.378658682
CENPK,10.29724139,9.845300159,11.06410001,10.98053807,10.58834314,10.53864467
CENPL,6.007567683,5.567049194,6.424466059,6.817098565,6.020385695,6.149381907
CENPM,4.215864522,3.914728267,4.19068646,4.686791931,3.995856254,4.346483032
CENPN,7.645912858,7.000161031,8.926889451,8.525776576,6.892107826,7.814022243
CENPO,7.733049531,7.193210236,8.264247435,8.72068289,7.514594845,8.399512317
CENPP,1.92665472,1.804720462,2.304652934,2.524886494,1.930839848,2.322531006
CENPQ,5.492766804,5.739380209,5.680422725,5.448222066,5.212785749,4.953833563
CENPS,0.890937577,0.662316456,0.868417748,1.018261312,0.719704924,0.923772901
CENPS-CORT,0.0,0.0,0.0,0.0,0.0,0.0
CENPT,6.096534564,5.779750418,5.761968629,5.843200239,5.333638449,5.483649591
CENPU,15.99777629,15.84105091,17.28025017,17.32084429,16.05741979,16.34103655
CENPV,13.86481285,12.89492257,19.29990911,21.8681532,14.28628248,19.90154436
CENPVL1,0.0,0.0,0.0,0.0,0.0,0.0
CENPVL2,0.0,0.0,0.0,0.0,0.0,0.0
CENPVL3,0.0,0.0,0.0,0.0,0.0,0.0
CENPW,1.457956055,1.245004904,1.724447523,1.797908831,1.456125756,1.566819448
CENPX,44.17304175,42.57540377,52.94456276,59.61047049,40.09515722,54.50128591
CEP104,4.334944984,4.37414409,6.677843707,6.731229177,4.424986371,6.525891737
CEP112,4.711130698,4.338746954,3.628324325,3.781199996,4.882518908,3.225833427
CEP120,4.051019917,4.011992866,5.105657274,5.070370754,4.332345176,4.85881878
CEP126,0.706802694,0.826404226,0.669339683,0.615527447,0.753400424,0.627330044
CEP128,1.955810533,2.026329478,3.14266231,3.09331986,2.329356398,3.039387211
CEP131,3.303283749,3.079865756,3.544770671,3.922881607,3.311484327,3.944447092
CEP135,1.009085867,0.901504709,1.21052149,1.180110951,1.099638908,1.120243433
CEP152,5.086254281,4.71065928,4.810747127,5.090570221,5.86198291,4.616407213
CEP162,0.792434125,0.686527941,0.590585372,0.629124998,1.000273013,0.540294186
CEP164,2.708539941,2.437882875,3.256700696,3.126509039,2.899192951,2.910330789
CEP170,4.354046671,4.171465176,4.719586837,4.616005053,4.535591282,4.330801017
CEP170B,1.382124498,1.199638165,2.992055823,3.301883958,1.482063381,3.093818331
CEP170P1,0.168940423,0.322170462,0.173693944,0.443319238,0.363995729,0.45997703
CEP19,1.096431091,1.05132678,1.268361942,1.327587121,1.180506744,1.147674178
