gene,mean_DOXminus,mean_DOXplus_MUC1kd,log2FC,p_value,padj,n_DOXminus,n_DOXplus_MUC1kd
SPRYD3,1.987510779724853,2.6702944040607792,0.6827836243359262,0.00020123150135808638,0.006706315622283588,3,3
TSPAN5,2.350926786952417,2.9782582716856676,0.6273314847332507,0.0002055458680787912,0.00672714733373767,3,3
WRNIP1,3.3732693072438167,3.983216606536591,0.6099472992927741,0.00020476328834752165,0.00672714733373767,3,3
ATP6V1D,3.775263146215457,4.376848486844069,0.601585340628612,0.00020460873693466526,0.00672714733373767,3,3
BZW2,4.821952178499941,5.311735200451116,0.4897830219511752,0.00020526201424685085,0.00672714733373767,3,3
MME,1.8180729214791782,2.551182483893679,0.733109562414501,0.00020319535991215147,0.00672714733373767,3,3
LMX1B,0.6069773422291985,0.2869777332985599,-0.3199996089306386,0.00020322131547728612,0.00672714733373767,3,3
GGA3,3.085451544611266,3.5047484318285913,0.4192968872173255,0.0002053504160894713,0.00672714733373767,3,3
CDC42SE1,3.8299846688110897,4.356907692457496,0.5269230236464066,0.0002024031966074895,0.00672714733373767,3,3
CTRL,0.9238156540971315,1.592163805366407,0.6683481512692754,0.00020233385781983179,0.00672714733373767,3,3
LINC01003,1.4515489108972777,0.6512210127920458,-0.8003278981052319,0.0002043882890355554,0.00672714733373767,3,3
UBE2D4,1.7045525568608202,2.3775823463741834,0.6730297895133632,0.00020402398134765094,0.00672714733373767,3,3
B4GALNT1,1.293661387987941,0.7320243261288142,-0.5616370618591269,0.00020486632047378862,0.00672714733373767,3,3
DCLK1,1.1525252041729497,1.6476138832413536,0.4950886790684039,0.00020418205724964748,0.00672714733373767,3,3
CECR2,0.4201207771967163,0.2158301579417652,-0.20429061925495112,0.00020457194847698482,0.00672714733373767,3,3
PLXNA2,0.04950393884797586,0.6199995021141762,0.5704955632662003,0.00020933834956910684,0.006729472326760295,3,3
RCAN1,1.7619865413539317,2.426851078392579,0.6648645370386475,0.00020664555899577093,0.006729472326760295,3,3
GPR63,0.7767769886872503,1.1951789650740514,0.4184019763868011,0.00020804236039822295,0.006729472326760295,3,3
DOCK10,0.38873678688924795,1.003009470414695,0.6142726835254471,0.00020820658249516102,0.006729472326760295,3,3
UGDH-AS1,0.4484594310141667,0.27036159416139655,-0.17809783685277014,0.00020956951102961337,0.006729472326760295,3,3
EZR,5.1794783709323315,6.606701528758936,1.4272231578266048,0.00020927128964378817,0.006729472326760295,3,3
ARHGEF18,1.9163864803962607,2.783891338398249,0.8675048580019884,0.0002086750644044735,0.006729472326760295,3,3
PANK3,4.127114077777423,4.499363006288494,0.3722489285110706,0.00020872992041801188,0.006729472326760295,3,3
STX1A,1.8386087361936536,2.4936503167938415,0.6550415806001879,0.00020957107880658236,0.006729472326760295,3,3
STX3,2.53758251582517,3.248274757268337,0.7106922414431667,0.00020882285258247638,0.006729472326760295,3,3
CANT1,3.9538544009574346,4.28502014313099,0.33116574217355543,0.0002094573129346636,0.006729472326760295,3,3
CTR9,3.1537151922486593,3.6214708457107903,0.467755653462131,0.00020743217198577308,0.006729472326760295,3,3
AMOTL2,3.2062651531225996,3.9494880229670897,0.74322286984449,0.00020595344572351575,0.006729472326760295,3,3
PPP1R13L,1.523331154941389,2.109499390232227,0.586168235290838,0.00020681070967281927,0.006729472326760295,3,3
KCNJ2,1.843400229001715,0.6051721257042408,-1.2382281032974742,0.00020775049220945408,0.006729472326760295,3,3
PKP2,2.9981006838487327,4.052672594641666,1.0545719107929332,0.0002107465931878834,0.0067587173755028745,3,3
SLC41A1,2.6393631476333,3.2438540546140335,0.6044909069807334,0.0002114648776848132,0.0067647561372655525,3,3
TNS2,2.0822123452571293,1.4363575049492292,-0.6458548403079001,0.00021124937906541382,0.0067647561372655525,3,3
SMPD4,3.2605660207951495,3.746496809339419,0.48593078854426963,0.00021199320280005968,0.006773169563304035,3,3
KLHDC10,2.8386128726312414,3.2363658600594434,0.397752987428202,0.00021230510045001883,0.006774655755360101,3,3
DIAPH1,4.547277456553027,5.414777170261384,0.8674997137083569,0.00021339675336607664,0.006800989163457184,3,3
CIDECP,2.5881943024813867,3.8518671133960023,1.2636728109146156,0.0002136815134429694,0.0068015731610624975,3,3
TM7SF3,3.6447915299823825,2.877030574730268,-0.7677609552521147,0.00021768070078542282,0.0068519764853887475,3,3
TAF9B,3.6485047921048874,3.0857391812322343,-0.5627656108726531,0.0002175610656351993,0.0068519764853887475,3,3
PPARGC1B,1.0101767333431741,1.4984000416161016,0.4882233082729275,0.00021695996163363803,0.0068519764853887475,3,3
OSBPL8,4.080287715060418,3.2933168975069482,-0.78697081755347,0.0002174540572340845,0.0068519764853887475,3,3
UTP14A,4.125198172662619,4.736535083672591,0.611336911009972,0.0002172306453764769,0.0068519764853887475,3,3
GPRC5C,0.4906391349965025,1.0874046968377142,0.5967655618412118,0.00021689650726950134,0.0068519764853887475,3,3
PRKAR2B,2.0123912312342305,1.497503139499991,-0.5148880917342396,0.0002158943060609107,0.0068519764853887475,3,3
DAGLB,2.202469771076492,2.7337807914355547,0.531311020359063,0.00021566756630837726,0.0068519764853887475,3,3
FBXL18,1.796129470126024,2.327629672653663,0.531500202527639,0.00021727065350723575,0.0068519764853887475,3,3
SFTA1P,3.1938148648995313,4.5200675504597205,1.3262526855601893,0.00021936450070306586,0.006865911388036335,3,3
PTPRN2,0.03359484782350561,0.28121193860286076,0.24761709077935515,0.00021924344953488614,0.006865911388036335,3,3
LOC105374454,0.18804153743640376,0.0541438738902924,-0.13389766354611135,0.0002194681797492028,0.006865911388036335,3,3
AEN,2.5621674512038073,3.818365864817346,1.256198413613539,0.0002191409869715187,0.006865911388036335,3,3
CCT2,6.50203314626549,6.953651830995113,0.4516186847296231,0.0002188691238285959,0.006865911388036335,3,3
ADGRG6,0.8551244099425171,1.5224127816724664,0.6672883717299493,0.00022022937930326635,0.006881292037764729,3,3
CREB3,3.7186852245167485,4.4978187978349204,0.7791335733181719,0.00022080242509810126,0.006890763212596979,3,3
MYEOV,1.235344891042882,2.340924657722369,1.1055797666794869,0.00022149249556763538,0.006902035985395215,3,3
PGAM5,4.283171458029492,4.91214777712185,0.6289763190923576,0.00022170438373644922,0.006902035985395215,3,3
PMEPA1,2.122939739183448,2.7066683213669496,0.5837285821835017,0.00022205501488938278,0.0069045315713716976,3,3
DNAJC11,3.7748691434644357,4.226829911622713,0.4519607681582771,0.00022268566229161337,0.006913015595402334,3,3
ANXA9,0.9218410791595959,0.3269211295332108,-0.5949199496263851,0.00022315962572744843,0.006913015595402334,3,3
ZNF473,2.6738338297707442,3.353496831289712,0.6796630015189677,0.00022368187409128515,0.006913015595402334,3,3
FAM129B,4.986966476103218,5.902022897441102,0.9150564213378845,0.00022353771188363114,0.006913015595402334,3,3
SRP9,6.3383531348895294,5.33127350473186,-1.0070796301576692,0.0002229290214445506,0.006913015595402334,3,3
GPNMB,0.8916581939581683,0.28842949219844854,-0.6032287017597198,0.0002240825214298509,0.0069170237086592905,3,3
AMER1,1.2106357786083939,1.6411880337329725,0.4305522551245786,0.00022478966814057786,0.006930471797454918,3,3
HSPA2,2.0192475498330453,1.5967725636166927,-0.4224749862163526,0.00022621790767807665,0.006939393694550343,3,3
TNFRSF21,4.831903641452101,5.730669903677085,0.8987662622249841,0.00022597719522969106,0.006939393694550343,3,3
HIST1H2BC,10.151709453246733,9.662768304460997,-0.48894114878573625,0.00022643822264025522,0.006939393694550343,3,3
LLGL1,2.5578574126569107,2.2179642635605696,-0.33989314909634105,0.00022546914067347887,0.006939393694550343,3,3
FLJ37201,0.33461820084377764,0.2394517304055739,-0.09516647043820373,0.0002264142879636163,0.006939393694550343,3,3
PPME1,5.050901862866843,6.456057378429468,1.4051555155626243,0.00022744196084805237,0.006952150661252138,3,3
TRMT1,2.7486806831953743,3.274155338103672,0.5254746549082978,0.00022787893397211746,0.006952150661252138,3,3
SLC8B1,1.0889560621899321,1.8312333475369584,0.7422772853470263,0.0002277616736809716,0.006952150661252138,3,3
SMG5,4.063981948437488,4.663616151153037,0.5996342027155492,0.00022794383043983233,0.006952150661252138,3,3
PLEKHG7,0.04117998324999159,0.2333748843088925,0.1921949010589009,0.00022920911974305688,0.006957491568134074,3,3
FAM136A,3.7158797228041167,4.400210108758059,0.6843303859539422,0.00022895987806409996,0.006957491568134074,3,3
ZNF233,0.9209520791493762,0.49367786020426396,-0.4272742189451122,0.000228858882299096,0.006957491568134074,3,3
MDFI,1.3302842213832418,1.926700557239337,0.5964163358560952,0.0002290397040595246,0.006957491568134074,3,3
MGME1,4.119307611304056,4.60445816574046,0.4851505544364034,0.0002296513592860071,0.006962636460633241,3,3
SBDSP1,3.367570406992337,4.407307824290828,1.039737417298491,0.00023040461277681494,0.006977187372439539,3,3
ZNF675,2.510280743175437,3.1002543414901655,0.5899735983147285,0.00023142814163095037,0.006999878672458414,3,3
LIMK1,4.2686549842516435,5.132849637709309,0.8641946534576652,0.00023293261037953282,0.007003891257678108,3,3
SLC4A1AP,2.869232031232277,3.3537712297463593,0.48453919851408234,0.0002324724338681392,0.007003891257678108,3,3
PRKG1,0.3934516766029343,0.1758122061645082,-0.21763947043842607,0.00023197783496100668,0.007003891257678108,3,3
ZIC5,0.8572794165297005,1.3151216106625279,0.45784219413282734,0.00023252226731225605,0.007003891257678108,3,3
HR,2.5213226943967966,1.8098388485207098,-0.7114838458760868,0.000232894621793085,0.007003891257678108,3,3
FER1L6,0.3044435659533189,0.06597318321618156,-0.23847038273713733,0.0002350312099374527,0.007025616776678329,3,3
EHD1,3.6366388037891446,4.602821952717307,0.9661831489281627,0.00023449431934496567,0.007025616776678329,3,3
BMP2,2.031116651392377,2.560838518113438,0.529721866721061,0.00023499540245745408,0.007025616776678329,3,3
REXO1,1.9498403499123862,2.7973820923080797,0.8475417423956935,0.00023422110528350013,0.007025616776678329,3,3
PTPN18,2.2594643764442255,2.6165036017565133,0.3570392253122878,0.00023417461830449698,0.007025616776678329,3,3
HASPIN,2.1382450828493123,2.635646975022127,0.4974018921728147,0.000235763032858705,0.007031026521982502,3,3
FAM207A,3.9507599355506255,4.646979711720268,0.696219776169642,0.00023576118969712923,0.007031026521982502,3,3
EIF5,5.007885918528956,5.678402935954729,0.6705170174257731,0.00023692222499776476,0.007032907208467601,3,3
PDK4,1.574199210979616,0.7292721258900047,-0.8449270850896112,0.00023675185811945207,0.007032907208467601,3,3
BCAS2,4.9688407106798,5.449183920761698,0.48034321008189806,0.000237147665872648,0.007032907208467601,3,3
IFRD1,3.4421783455949773,3.692176274574519,0.24999792897954176,0.00023720358455384696,0.007032907208467601,3,3
TOP1,5.596779601184501,6.213078423536824,0.6162988223523227,0.00023630991653300978,0.007032907208467601,3,3
LOC400655,1.3157158470978938,1.0569651462018428,-0.258750700896051,0.00023804970339635423,0.007049806065315698,3,3
EFHD2,5.453075376447995,6.411866972293262,0.9587915958452671,0.00024018197206396392,0.007057701385955464,3,3
C20ORF194,1.3333445780146118,0.8139640136978977,-0.5193805643167141,0.0002406102955446956,0.007057701385955464,3,3
PNP,3.684482640749773,4.517059433191428,0.8325767924416554,0.00024040631399220564,0.007057701385955464,3,3
QTRT2,3.494814639873718,4.173860201575214,0.6790455617014959,0.0002402662868735228,0.007057701385955464,3,3
ARL5B,2.704419856102643,2.015543724908309,-0.6888761311943341,0.00024056922459138327,0.007057701385955464,3,3
PPP1R15B,3.871237100426667,4.5025108700568985,0.6312737696302317,0.00024038112531047363,0.007057701385955464,3,3
PCMTD1,2.433190849815787,1.6977808558099363,-0.7354099940058505,0.0002402227703037163,0.007057701385955464,3,3
ESRP2,0.3660612099546788,0.6944148943743946,0.32835368441971585,0.0002408045247245068,0.007057701385955464,3,3
RARA,2.323830327673155,3.0566112863212336,0.7327809586480787,0.00023867814940421755,0.007057701385955464,3,3
ZNF100,1.170958007509841,1.6449842969929502,0.4740262894831093,0.0002413611622149488,0.007065903381907355,3,3
NFS1,3.576580941679488,3.9828396303459055,0.40625868866641746,0.00024291441608983197,0.007103229340138867,3,3
CNNM3,2.4620983569026413,2.888886785853971,0.42678842895132973,0.00024328368965401338,0.007105887905592281,3,3
RELL2,1.4411277293412628,2.014344718873683,0.5732169895324204,0.00024372650945809977,0.007110686095367281,3,3
PMP22,5.006672549028213,3.9448509653824924,-1.0618215836457208,0.0002468898911997042,0.007114586592296953,3,3
ADO,2.7982260816387083,3.281132202864774,0.48290612122606547,0.00024569702951521364,0.007114586592296953,3,3
KCNK5,1.146489965831577,1.5765725550208745,0.4300825891892974,0.00024688861873419047,0.007114586592296953,3,3
TIMM44,3.339781629891158,3.7427238208436573,0.4029421909524995,0.0002452838169968905,0.007114586592296953,3,3
DMKN,1.423077720680581,2.7627934999735486,1.3397157792929677,0.00024776196648981476,0.007114586592296953,3,3
SLC9A7P1,0.8890259343039558,0.49747008907447815,-0.3915558452294777,0.00024696753120831167,0.007114586592296953,3,3
GNAO1,0.7478341100778119,0.4207260404562745,-0.3271080696215374,0.00024450300113708557,0.007114586592296953,3,3
ACBD6,3.468790104118998,4.151183586536345,0.6823934824173472,0.0002474983610347874,0.007114586592296953,3,3
TMEM50B,2.8452757143821223,2.173407244974761,-0.6718684694073613,0.0002470775091261202,0.007114586592296953,3,3
RP9,2.4588443195978593,3.095903983830842,0.6370596642329827,0.00024421449351769907,0.007114586592296953,3,3
DCAF8,3.514626218110031,3.871374228033409,0.35674800992337774,0.00024775068415652774,0.007114586592296953,3,3
ETS2,1.930352125147916,2.595037447400273,0.6646853222523568,0.0002471543373125205,0.007114586592296953,3,3
ZSWIM6,2.230759547300217,2.8771100209947438,0.6463504736945267,0.000247582022989504,0.007114586592296953,3,3
DICER1,2.1556390594473407,2.8315979547469965,0.6759588952996558,0.0002465579941004525,0.007114586592296953,3,3
TPRG1-AS1,1.4792167151029076,0.7245894823749136,-0.754627232727994,0.0002493372501369974,0.007135741391813083,3,3
GVQW3,0.7770065983654373,0.5478715939923703,-0.229135004373067,0.0002492009938959887,0.007135741391813083,3,3
CIAO1,4.150162810648951,3.581238805244016,-0.5689240054049356,0.0002489361992668202,0.007135741391813083,3,3
AGK,2.478700429674051,3.044808449870841,0.5661080201967903,0.00024996463966249006,0.007145685690150108,3,3
SLC31A2,1.630796930811421,2.7058251137970277,1.0750281829856068,0.0002502531504977883,0.0071459311251762195,3,3
COX6B2,0.7693353996222608,1.51329880326067,0.7439634036384092,0.0002510981679731327,0.007154055839305951,3,3
AKR1B10,3.093165222950757,1.6901943938292818,-1.402970829121475,0.0002509259126141979,0.007154055839305951,3,3
CACNA1H,1.2891854106645602,0.42527503197877664,-0.8639103786857836,0.0002516857287213225,0.007162801876028898,3,3
ADAT1,2.6528752378480944,2.163678512052757,-0.48919672579533735,0.0002521784097412582,0.0071688312292592865,3,3
SIMC1,1.3994109404606003,0.9488999066221492,-0.45051103383845115,0.0002527368133636829,0.007170712862397901,3,3
GXYLT2,4.2995242227951564,3.1460026316285963,-1.1535215911665602,0.00025280639204630645,0.007170712862397901,3,3
MYO1E,2.049879656653711,2.7056790666845068,0.6557994100307956,0.0002532518982989152,0.007175376758906445,3,3
WIPF2,2.801002694780219,3.1264772662865625,0.3254745715063434,0.0002558348370863793,0.007185744332620247,3,3
LARP4,3.6927466449841853,4.37979048013977,0.6870438351555843,0.00025745403798827204,0.007185744332620247,3,3
C9ORF43,0.8862562505009827,1.1408861862618558,0.2546299357608731,0.000256593601705836,0.007185744332620247,3,3
ANKRD46,1.652958869901868,1.948430329133105,0.2954714592312371,0.00025656055345077064,0.007185744332620247,3,3
ANXA3,3.5177888647937103,4.632292466837538,1.1145036020438277,0.00025755860483968687,0.007185744332620247,3,3
NXPH4,3.40662818986656,2.0297357456254406,-1.3768924442411192,0.0002569933491289879,0.007185744332620247,3,3
ANKS1B,0.102934307388246,0.0275605249294536,-0.0753737824587924,0.00025584782248067956,0.007185744332620247,3,3
KLF10,3.5510187152169195,4.417070768302722,0.8660520530858022,0.00025405570624249823,0.007185744332620247,3,3
P3H1,3.72442146374028,3.220581302577834,-0.5038401611624459,0.00025605946252837925,0.007185744332620247,3,3
EHBP1,3.1311030081151636,3.698394140812427,0.5672911326972634,0.00025708421905934893,0.007185744332620247,3,3
URB2,2.4148289379069916,2.9595255162597245,0.5446965783527329,0.0002571781224587732,0.007185744332620247,3,3
UBXN8,3.0136569134161424,2.474943706114407,-0.5387132073017353,0.00025703056683215044,0.007185744332620247,3,3
JUN,2.7363145848085,3.872337450230791,1.1360228654222908,0.0002552726862453413,0.007185744332620247,3,3
PTOV1-AS1,0.47833024335677043,0.18101317359630822,-0.29731706976046224,0.00025630687380708315,0.007185744332620247,3,3
CHMP4B,4.463872178266204,5.212274138778043,0.7484019605118393,0.0002590328762414462,0.007211113701953803,3,3
C2CD3,2.340009800126237,3.008884511305599,0.6688747111793618,0.000258924344019195,0.007211113701953803,3,3
PPM1G,5.325886598649932,5.954535886036716,0.6286492873867839,0.0002601836491650271,0.007225597702651162,3,3
YARS2,4.148139633747886,4.600754444812701,0.45261481106481494,0.0002604022989046956,0.007225597702651162,3,3
NSUN4,1.8576181782874641,2.1294846019398377,0.27186642365237357,0.00026020551663349137,0.007225597702651162,3,3
PADI3,1.3373176848300068,0.4349871242470398,-0.902330560582967,0.0002618408799172231,0.007241900306096285,3,3
HMG20A,3.3816891677537932,2.8955728549335187,-0.48611631282027457,0.00026130480870885343,0.007241900306096285,3,3
PPP2R1B,2.976470639977451,3.759831383403281,0.7833607434258298,0.00026159932374849405,0.007241900306096285,3,3
ERVMER34-1,1.6221468335415938,2.2035429051864743,0.5813960716448805,0.0002621682839966107,0.007243108175179088,3,3
MAP4K4,3.6805710022894598,4.691326237564398,1.0107552352749378,0.0002633665917417375,0.007252612544960015,3,3
MMP2,0.27736594367374007,0.09591057088595722,-0.18145537278778284,0.00026315640312331724,0.007252612544960015,3,3
SLC46A1,1.628842609031383,1.9782079680491684,0.3493653590177854,0.0002642169252120344,0.007252612544960015,3,3
FOSL2,3.225070178197966,4.160885176623352,0.9358149984253861,0.00026401560995311106,0.007252612544960015,3,3
LOC100134868,1.0986816592995525,0.6712761299372508,-0.4274055293623017,0.0002628470598824069,0.007252612544960015,3,3
SLC35D1,1.7475639406734356,2.2555633893564657,0.5079994486830302,0.0002637252616239239,0.007252612544960015,3,3
PPP2R2A,4.26063014809971,4.72018219626079,0.45955204816108,0.00026485086550106905,0.0072544129769434446,3,3
ORAI1,3.365534545404953,4.161359033475512,0.7958244880705592,0.00026459546037364617,0.0072544129769434446,3,3
PCDHGB2,1.7852151704607568,1.1615950786086822,-0.6236200918520747,0.0002655261449400459,0.0072588944236132175,3,3
F11R,1.0987163299433673,2.29839509806398,1.1996787681206125,0.000266151879524521,0.0072588944236132175,3,3
MCPH1,1.2444423893988328,1.5638697447915912,0.31942735539275846,0.0002661172207713391,0.0072588944236132175,3,3
H19,2.859022908695015,1.9297103635543724,-0.9293125451406428,0.00026559579964149964,0.0072588944236132175,3,3
NAA15,4.324813518690418,4.8357516090769295,0.5109380903865111,0.00026657193502417837,0.0072625916299863666,3,3
AMMECR1,2.0695100856689903,2.8227681419982034,0.753258056329213,0.00026711184766854945,0.0072695429075508855,3,3
USP36,3.4579045991535597,4.333374752394089,0.8754701532405296,0.0002711379082742285,0.0073467342751972,3,3
SREBF1,2.4226416415460004,1.4034062307551345,-1.0192354107908659,0.00027071033543743576,0.0073467342751972,3,3
PRAG1,2.5420447174900556,2.946409824530759,0.4043651070407033,0.00027090492648088586,0.0073467342751972,3,3
ATP13A3,4.566101397501765,5.09278347578978,0.5266820782880153,0.0002713871208677123,0.0073467342751972,3,3
ANKRD13B,2.609258902919813,3.526467987598711,0.9172090846788978,0.000271215158910136,0.0073467342751972,3,3
TADA2B,2.858064165402522,3.3199327547175184,0.4618685893149963,0.00027238043962735846,0.007365813413990685,3,3
PDGFRB,1.2378996134532019,0.999659493689132,-0.2382401197640699,0.000273593792195179,0.0073907961133952696,3,3
LINC01910,1.463986756795823,0.7151506000977821,-0.7488361566980408,0.00027521742109737243,0.0073960816734561265,3,3
HES1,2.5023457914069227,3.3065302323071486,0.8041844409002259,0.0002746540865769769,0.0073960816734561265,3,3
P4HB,8.058840011308009,7.590103472926367,-0.4687365383816422,0.00027523807543808056,0.0073960816734561265,3,3
TMEM2,2.930429329748852,3.4722455007385284,0.5418161709896765,0.00027442253692948744,0.0073960816734561265,3,3
CAMSAP1,3.0813818212317927,3.6044385877211105,0.5230567664893178,0.00027507233116228565,0.0073960816734561265,3,3
GBX2,0.4897445895770776,1.44358987715549,0.9538452875784125,0.0002757835255039126,0.007398050069185095,3,3
FAM222B,2.2560184250366633,3.0897105284370645,0.8336921034004012,0.0002758909301889772,0.007398050069185095,3,3
PGAM4,0.7934554173228356,0.33253979027692493,-0.4609156270459107,0.0002772843321549028,0.0074276122048797045,3,3
LYN,1.2805068724685216,1.8546337806107738,0.5741269081422522,0.0002778498871925909,0.0074349600841220765,3,3
TTYH3,3.9851491329946334,3.684670599406063,-0.30047853358857024,0.0002787283544745285,0.007450656997932737,3,3
PSME3,5.248143156252797,5.76494844937847,0.5168052931256728,0.00027945541399610185,0.007456106933983732,3,3
GXYLT1,1.9371478306713714,2.5847869949728106,0.6476391643014392,0.0002795163873324362,0.007456106933983732,3,3
C8ORF58,1.6297532743473866,2.209350409218455,0.5795971348710682,0.00027991316949108335,0.007458897067607908,3,3
POLR2D,4.54359254162743,5.009366059654477,0.4657735180270466,0.0002803008972564989,0.007459781043117384,3,3
ESYT2,3.914737555020061,4.221287914511027,0.306550359490966,0.0002805307819411113,0.007459781043117384,3,3
DHX29,3.2718951683100364,3.6929976630541113,0.4211024947440749,0.0002812575618315137,0.007471324701805288,3,3
CCNG1,4.00348661599629,3.390657512564644,-0.612829103431646,0.0002824702197038945,0.007495737805198564,3,3
AKAP8,2.204503172155558,2.749414675305577,0.5449115031500189,0.00028304428238508535,0.007500671660639983,3,3
TRIP13,4.586983385757535,5.077152617889135,0.4901692321316,0.0002832437903814221,0.007500671660639983,3,3
BCL2L12,2.6722464143874896,3.103573995725737,0.43132758133824733,0.00028355739951615506,0.00750119512419524,3,3
DYRK1B,1.7483649967103905,1.4153817702724716,-0.3329832264379189,0.0002849551383075308,0.007515037438660966,3,3
NECTIN3,2.4326658332710047,2.994173884141412,0.5615080508704073,0.0002845453598683234,0.007515037438660966,3,3
ELOVL1,3.84714104863561,4.542501089249456,0.6953600406138465,0.0002849638138758937,0.007515037438660966,3,3
IKBKE,1.0702015754752265,1.3544950440418573,0.28429346856663074,0.00028540308387310507,0.007518854411880935,3,3
EXT1,5.492845283129955,6.01559925433761,0.5227539712076545,0.00028729970466442244,0.007561017382137501,3,3
DACH1,0.8322017457304951,0.3867102669476841,-0.445491478782811,0.00028793241128013096,0.00756986467060678,3,3
FAM98A,3.655076946727815,4.389637809965735,0.7345608632379199,0.0002885323116459543,0.007577832151952594,3,3
PDE4B,1.5877500371837616,0.8944838959008238,-0.6932661412829378,0.00028934758535347155,0.007591433873487586,3,3
LINC01312,0.06910970508324682,0.1904146104279538,0.12130490534470698,0.00029047485716923494,0.007613184962850338,3,3
CYP24A1,1.2524080249282072,3.0434451885319347,1.7910371636037274,0.0002917371964337625,0.007638427846729323,3,3
KDM2A,3.522639093270463,4.0617222995964,0.5390832063259365,0.00029287618837263885,0.0076460242114018825,3,3
AP2A1,3.8472205748056267,4.10236932249101,0.25514874768538354,0.0002925900674393045,0.0076460242114018825,3,3
C6ORF132,0.07250223247959105,0.22618994844229945,0.15368771596270842,0.0002930288205384111,0.0076460242114018825,3,3
MAGT1,4.531011966381719,4.0980845904836025,-0.4329273758981165,0.0002932253879255109,0.0076460242114018825,3,3
MMP15,2.1394924587390984,1.5297462744158772,-0.6097461843232213,0.0002936454028382908,0.007649163105771314,3,3
LOC101928403,1.198463891282952,0.7772231722868707,-0.4212407189960813,0.0002944997928151461,0.007663599093766615,3,3
EFEMP1,5.459180120153217,4.7231883322865125,-0.7359917878667046,0.00029608702534714875,0.0076921872861972235,3,3
B3GALT5,0.8077232713460915,1.5379268996524094,0.7302036283063179,0.0002971050087821397,0.0076921872861972235,3,3
SF1,5.426024856526866,5.836019349852944,0.40999449332607796,0.00029646626919759786,0.0076921872861972235,3,3
CREB3L3,0.12049267977212948,0.33598312977736694,0.21549045000523748,0.0002968946151841824,0.0076921872861972235,3,3
SIPA1L1,2.1661535732309614,2.4868785077378828,0.3207249345069214,0.00029672806849061304,0.0076921872861972235,3,3
TRANK1,0.4368967544294812,0.27255141181880393,-0.1643453426106773,0.0002976931549749108,0.007699605734751289,3,3
HYI,3.11420998302008,3.9050701959279785,0.7908602129078988,0.00029807278052006837,0.007701621397890998,3,3
RAPGEF1,2.719347742496866,3.355006120523157,0.635658378026291,0.0003004030586060107,0.0077539830941296675,3,3
HCCS,3.612224138130834,3.8978475566762807,0.2856234185454465,0.0003008837278958421,0.007758545258308139,3,3
ACTN4,6.657619131102231,7.150699157702945,0.4930800266007145,0.00030216593593176657,0.007775899206115057,3,3
SELENOP,1.0066339511765172,0.3765073243719221,-0.6301266268045951,0.0003020873992991154,0.007775899206115057,3,3
GDAP1,2.727636189688027,3.7495922923085296,1.0219561026205026,0.00030262240508194954,0.0077798033805961805,3,3
GPR176,1.1816821083826177,2.518884907590979,1.3372027992083615,0.0003042298738627588,0.0077897494683736275,3,3
HSD17B11,4.198024785952273,3.7189190711031017,-0.4791057148491715,0.0003039828764535817,0.0077897494683736275,3,3
C19ORF47,2.313528299673639,2.782180260972833,0.46865196129919395,0.0003038128630173185,0.0077897494683736275,3,3
GOLGA4,3.4479791733070546,4.025252786597048,0.5772736132899934,0.0003033730495681127,0.0077897494683736275,3,3
GLYR1,3.4841611179250127,4.120685121363626,0.636524003438613,0.00030553026551638344,0.007815207032166569,3,3
CCDC71L,0.6447821909423206,1.188944979642675,0.5441627887003544,0.00030603851644298876,0.007820371619375993,3,3
RBL1,2.803269020370877,2.055332931557604,-0.7479360888132733,0.00030651144807501327,0.007824624246458939,3,3
ULBP3,2.4413527643266804,2.9693260428734245,0.5279732785467441,0.00030824899767950185,0.007861119293468855,3,3
FMNL3,1.6159045845595514,1.9536319974434644,0.33772741288391295,0.00031027792446406744,0.007865714851756418,3,3
SHB,2.506721094677865,3.2574957564409104,0.7507746617630455,0.00030998723256368024,0.007865714851756418,3,3
LETM2,1.7333495322776045,2.7563592632814795,1.023009731003875,0.0003101260979237524,0.007865714851756418,3,3
C7ORF25,1.931931773793713,2.37181031030185,0.439878536508137,0.0003088862151205183,0.007865714851756418,3,3
NINJ1,3.5797090833558545,3.09133132759259,-0.48837775576326425,0.00030961783671042153,0.007865714851756418,3,3
COPS7B,2.487182409701942,3.031929932571401,0.5447475228694589,0.00030955146984913034,0.007865714851756418,3,3
MRPS2,4.254004034665205,5.012010527945551,0.7580064932803463,0.00031133174092913026,0.00788400832418941,3,3
REPS2,1.139798363617006,1.6002272766883259,0.46042891307131995,0.00031161722027213705,0.00788400832418941,3,3
SPECC1,0.01287845807092478,0.20671533625880123,0.19383687818787645,0.0003120951714739535,0.007888282710284243,3,3
TRAPPC3,3.551973868005755,4.169427549960474,0.6174536819547192,0.0003145712598191828,0.007943002097590602,3,3
ZNF570,1.3617302295141986,1.8988079591652607,0.537077729651062,0.00031554822462985727,0.007951939860168802,3,3
MYO7A,1.1849754519824833,0.2514364583240693,-0.933538993658414,0.0003154639469316341,0.007951939860168802,3,3
SUPT16H,6.091245122541689,6.541598741730617,0.45035361918892836,0.00031678003801291287,0.0079751092804671,3,3
ATG3,3.8530545241182175,4.441678066741264,0.5886235426230462,0.0003202245399757164,0.008010768614000258,3,3
RALB,3.876087899404824,4.455636006057792,0.5795481066529677,0.00031937297199365636,0.008010768614000258,3,3
