gene,spearman_rho,p_nominal,detection_frac,p_fdr_bh
C330018D20Rik,-0.008166482098520481,0.937394858683422,0.316,0.9907834567087894
Wasf1,-0.008139192416884312,0.9376036435782662,0.589,0.9908296909385884
Naa80,-0.00809721138463681,0.9379248356776697,0.326,0.9909074792768835
Rnf145,-0.008075387832779965,0.938091809117471,0.621,0.9909376780234608
Gm17106,-0.008048780039175727,0.9382953907298124,0.232,0.9909376780234608
Trappc3,-0.008012166759305286,0.9385755328256883,0.726,0.9909845605555786
Ppp2r5c,-0.007909655986762939,0.9393599213157919,0.874,0.9914640097783679
Pura,-0.007840127315654918,0.9398919714574286,0.842,0.9916891838138921
Trappc6a,-0.007816914262921299,0.940069609217935,0.642,0.9916900191424834
Xxylt1,-0.007786529901525763,0.940302129810602,0.358,0.9917339359060168
Cep250,-0.007677231541035317,0.9411385921202713,0.326,0.9917339359060168
Fyb,-0.007644442945452144,0.9413895363261585,0.411,0.9917339359060168
Gm20732,-0.007633844500591072,0.9414706516792155,0.284,0.9917339359060168
Katnbl1,-0.007626913513500078,0.9415236984135388,0.547,0.9917339359060168
Wwc2,-0.0076090833477603596,0.9416601638514969,0.726,0.9917339359060168
Steep1,-0.007579530116914061,0.9418863569660275,0.674,0.9917339359060168
Ndufaf6,-0.007574274328573736,0.9419265839526336,0.295,0.9917339359060168
Clasrp,-0.007574042428903362,0.9419283588800047,0.495,0.9917339359060168
6720489N17Rik,-0.007515682686834631,0.9423750451117917,0.105,0.991892573069917
Tmco4,-0.00750920078554578,0.9424246587720196,0.368,0.991892573069917
Tial1,-0.007490749426532092,0.942565890057554,0.8,0.991892573069917
Zfand2b,-0.007468015270462857,0.9427399053780205,0.442,0.991892573069917
Faap24,-0.007431041149950308,0.9430229241922639,0.189,0.9919295883290855
Uhmk1,-0.007367283241775356,0.9435109764084187,0.537,0.99193253340906
Acap1,-0.007332750641773556,0.943775324291112,0.147,0.99193253340906
Tia1,-0.007290234381666616,0.9441007956477943,0.779,0.99193253340906
Ccs,-0.007280338138614822,0.9441765548921097,0.674,0.99193253340906
Ankzf1,-0.007264681541477699,0.9442964127007156,0.263,0.99193253340906
Zfyve9,-0.007264615080145096,0.9442969214926993,0.653,0.99193253340906
Parvg,-0.007192532924390897,0.9448487565728382,0.116,0.99193253340906
Rasl11b,-0.007167340164585675,0.9450416294418362,0.116,0.99193253340906
Adrb1,-0.007167340164585675,0.9450416294418362,0.116,0.99193253340906
Slc39a3,-0.007161218731984716,0.9450884949041951,0.4,0.99193253340906
Pygm,-0.007106023956978758,0.9455110724909371,0.126,0.99193253340906
Gm2245,-0.007095224914144582,0.9455937529808893,0.105,0.99193253340906
Metap1d,-0.007065097107244105,0.9458244229354535,0.474,0.99193253340906
Tmed10,-0.0070449424387251025,0.9459787372429564,0.895,0.99193253340906
Iars2,-0.007043685091854798,0.9459883641908948,0.695,0.99193253340906
Sephs1,-0.0070196623991589345,0.9461722967946686,0.474,0.99193253340906
Rab4a,-0.007017448974881502,0.946189244283071,0.347,0.99193253340906
Gkap1,-0.006992807857425054,0.9463779151283784,0.737,0.99193253340906
Phlda1,-0.00696700126749644,0.9465755128751934,0.621,0.99193253340906
Taf2,-0.006947025410615132,0.9467284676679766,0.484,0.99193253340906
Rab24,-0.0069440659543779934,0.946751128337938,0.768,0.99193253340906
Ints6l,-0.006938067016296685,0.9467970625670059,0.326,0.99193253340906
Npm3,-0.006923134384254082,0.9469114033823611,0.726,0.99193253340906
Asb3,-0.006879549825982736,0.9472451413098177,0.663,0.99193253340906
Ccser2,-0.006879503967230883,0.9472454924666236,0.747,0.99193253340906
Zfp983,-0.006858738914721991,0.9474044989086783,0.158,0.99193253340906
Psmd13,-0.0068539462236904295,0.9474411987837041,0.779,0.99193253340906
Cep295,-0.006822778664123194,0.9476798660262173,0.474,0.99193253340906
Itsn1,-0.006809319779839103,0.947782929576445,0.758,0.99193253340906
Pank1,-0.0067879022968739735,0.9479469391353665,0.147,0.99193253340906
Manba,-0.00677353507138807,0.9480569608578906,0.579,0.99193253340906
Riok1,-0.006759665531699363,0.9481631723132039,0.695,0.99193253340906
Spata6,-0.006749343020780809,0.948242221588901,0.642,0.99193253340906
Abcg1,-0.00673502076675937,0.948351901528496,0.189,0.99193253340906
Cnep1r1,-0.006734723176015489,0.9483541804910884,0.684,0.99193253340906
Gucy1a2,-0.006726415977460474,0.9484177975391461,0.158,0.99193253340906
Lamp1,-0.00670774460537436,0.9485607852588345,0.905,0.99193253340906
Pld1,-0.006688814715005254,0.9487057544078117,0.537,0.9919977351889399
Igflr1,-0.006605119951637416,0.9493467267609113,0.158,0.9920113839511758
Brpf3,-0.00660291793211784,0.949363591259524,0.368,0.9920113839511758
Gle1,-0.006590018714971126,0.9494623823075633,0.558,0.9920113839511758
Caprin2,-0.006481732024119378,0.950291746014797,0.284,0.9921441858450101
Adam10,-0.006471473557163057,0.9503703179896573,0.821,0.9921441858450101
Zfp709,-0.00646889532612754,0.9503900653330959,0.189,0.9921441858450101
Pym1,-0.006444156096746766,0.9505795510603271,0.474,0.9921441858450101
Ufc1,-0.006433171779950768,0.950663684363025,0.863,0.9921441858450101
Psmc4,-0.006387246135594773,0.9510154532041337,0.821,0.9922164992539135
Arel1,-0.0063638955651043345,0.9511943111997421,0.463,0.9922164992539135
Yipf4,-0.0063420974584363155,0.9513612799958103,0.832,0.9922164992539135
Slc22a15,-0.0063269927119312935,0.951476980329085,0.253,0.9922164992539135
Fbxl17,-0.006298300028432135,0.9516967652073556,0.874,0.9922164992539135
Upf3a,-0.006297128994305744,0.9517057353616767,0.558,0.9922164992539135
Pds5b,-0.0062866898496279746,0.9517856997691947,0.684,0.9922164992539135
Cadm1,-0.006274312608483622,0.9518805107182242,0.158,0.9922164992539135
Ppm1l,-0.006224101282174145,0.9522651415368875,0.326,0.9922164992539135
Cct5,-0.006219795920495716,0.9522981221518048,0.884,0.9922164992539135
Mief1,-0.006216154944528966,0.952326013396563,0.547,0.9922164992539135
Cyc1,-0.006215970504350703,0.9523274262791992,0.726,0.9922164992539135
D11Wsu47e,-0.006154949441722615,0.9527948791318662,0.232,0.9922164992539135
Glb1,-0.006145660811493596,0.9528660362413841,0.832,0.9922164992539135
Rbm42,-0.0061381824775613315,0.9529233255411819,0.726,0.9922164992539135
Get4,-0.006137345407498804,0.9529297381017352,0.684,0.9922164992539135
4930511M06Rik,-0.006022381299900897,0.9538104744076156,0.232,0.9925960335450649
Srebf1,-0.006017337563421092,0.9538491155879163,0.632,0.9925960335450649
Ankrd17,-0.005990040627707982,0.9540582452970643,0.874,0.9925960335450649
Wdfy2,-0.005969939092035758,0.9542122509584727,0.568,0.9925960335450649
Map3k1,-0.005969292673104951,0.9542172034525656,0.747,0.9925960335450649
Arhgap18,-0.005940437383505772,0.9544382780340583,0.421,0.9927183302455768
Wapl,-0.005911607834345028,0.9546591588493696,0.884,0.9927814024733328
Gm10353,-0.005910938737986284,0.9546642852466978,0.2,0.9927814024733328
Scn1b,-0.005876707387871468,0.9549265571057248,0.463,0.9928821589165603
Chchd2,-0.005858267720122725,0.9550678391205919,0.958,0.992885475862311
Ndufv1,-0.005854705603809484,0.9550951316906549,0.779,0.992885475862311
Vhl,-0.005822628125417997,0.9553409083717257,0.621,0.9929018451181298
Gosr2,-0.005820272318147745,0.9553589586615936,0.653,0.9929018451181298
Mtus1,-0.005744874581120194,0.9559366709953594,0.526,0.9932443413500589
Adipor2,-0.005685514665647648,0.9563915144136104,0.611,0.993399466950691
Igfbp7,-0.0056557879503863545,0.9566192996594878,0.937,0.9934772419184199
Aldh1l1,-0.005593462099511431,0.9570968917787633,0.284,0.9937123195050195
Ndufs4,-0.005592234292375504,0.957106300403329,0.863,0.9937123195050195
Zfp672,-0.005569111984470843,0.9572834865867127,0.505,0.9937123195050195
Ppfibp2,-0.005554102736150453,0.957398503528188,0.305,0.9937123195050195
Spns1,-0.005526801257526513,0.9576077189435179,0.495,0.9937123195050195
Cfap36,-0.005442444557633781,0.9582541753540519,0.674,0.9937123195050195
Dglucy,-0.005389974645824781,0.9586562852335068,0.2,0.9937123195050195
Arf2,-0.005383905427311677,0.9587027981354517,0.579,0.9937123195050195
Farsa,-0.005380845656694679,0.9587262474689553,0.642,0.9937123195050195
Zcchc14,-0.005362122199642821,0.9588697402280693,0.779,0.9937123195050195
Ccdc71l,-0.005345102380887603,0.9590001777881009,0.526,0.9937123195050195
Lrrc25,-0.005311328486615521,0.9592590194826203,0.126,0.9937123195050195
Rnf14,-0.005296964796898871,0.9593691034741575,0.695,0.9937123195050195
Ids,-0.005244175364195371,0.9597736906942532,0.484,0.9937123195050195
Mgat2,-0.005243517998002922,0.9597787289253898,0.853,0.9937123195050195
Ndufa12,-0.005226398021368602,0.959909941582489,0.874,0.9937123195050195
Sec23ip,-0.005225424703903093,0.9599174014128178,0.705,0.9937123195050195
Trim12c,-0.005189115765249449,0.960195687714009,0.442,0.9937123195050195
Commd4,-0.005182942959238584,0.960242999056069,0.716,0.9937123195050195
Anxa2,-0.005172353458985297,0.9603241623791643,0.958,0.9937123195050195
Fbxw5,-0.005166626289082317,0.960368058494724,0.432,0.9937123195050195
Btc,-0.0051662097948205025,0.9603712507357385,0.137,0.9937123195050195
Lsm14a,-0.005117563312798332,0.9607441084070185,0.758,0.9937123195050195
Arntl2,-0.0051162986564848075,0.9607538016527702,0.305,0.9937123195050195
Ccnl1,-0.005112137727554998,0.9607856940785419,0.716,0.9937123195050195
Hmga1,-0.005109400124061979,0.9608066771229005,0.358,0.9937123195050195
Atp5md,-0.005065262425535522,0.9611449851920247,0.874,0.9937123195050195
5031439G07Rik,-0.005059669924494498,0.9611878512686942,0.558,0.9937123195050195
Ncbp2,-0.005056221741309161,0.9612142813741869,0.726,0.9937123195050195
Kdm2a,-0.005055314827849988,0.9612212328153171,0.905,0.9937123195050195
Rnaseh2a,-0.005055138000773805,0.9612225881853409,0.632,0.9937123195050195
Sart3,-0.005007345584392677,0.9615889185144231,0.411,0.9937123195050195
Pigu,-0.004998734189620926,0.9616549259684397,0.6,0.9937123195050195
Efl1,-0.004998301389950165,0.961658243440687,0.579,0.9937123195050195
Rinl,-0.004994969808782025,0.9616837805153933,0.189,0.9937123195050195
Bclaf3,-0.004929465121418748,0.9621858916970809,0.453,0.9938511882701692
Arhgap24,-0.004929211346786246,0.962187836977235,0.389,0.9938511882701692
Gabpb1,-0.004917555663944259,0.9622771825071917,0.463,0.9938511882701692
Cnot8,-0.004886802312220908,0.9625129216384412,0.674,0.9939225727795975
Spata13,-0.004810983250174568,0.9630941246965731,0.463,0.9939225727795975
Slc25a20,-0.004791894170365593,0.9632404581207913,0.495,0.9939225727795975
Dusp12,-0.004777790442441474,0.963348575524239,0.505,0.9939225727795975
Ap2m1,-0.00475129680480024,0.9635516742073463,0.863,0.9939225727795975
Tbcel,-0.004714205359123518,0.9638360189753951,0.389,0.9939225727795975
Mark2,-0.0046940155881082905,0.9639907966141057,0.8,0.9939225727795975
Arhgap35,-0.004686570826815425,0.9640478695437609,0.684,0.9939225727795975
Bcl2a1b,-0.004678658289219652,0.9641085287325084,0.2,0.9939225727795975
Mlxip,-0.004671057667980569,0.9641667968968495,0.621,0.9939225727795975
Tmem201,-0.004658133764726228,0.9642658750351771,0.253,0.9939225727795975
Wac,-0.004647663680048045,0.96434614193459,0.853,0.9939225727795975
Sbf2,-0.004635004760925538,0.9644431895887611,0.811,0.9939225727795975
Ppp2r3d,-0.004616125054341125,0.9645879289143886,0.516,0.9939225727795975
Trmt13,-0.004610683957656278,0.9646296427348986,0.389,0.9939225727795975
Mtx1,-0.004568681994638612,0.9649516513005142,0.568,0.9939225727795975
Rhbdl3,-0.004568636232988041,0.9649520021358466,0.4,0.9939225727795975
Wdfy4,-0.004552125788520233,0.9650785812061515,0.168,0.9939225727795975
Psmg4,-0.00453292047018066,0.9652258219012915,0.726,0.9939225727795975
Rpap2,-0.0045264583945899715,0.9652753647168295,0.379,0.9939225727795975
Zfp39,-0.004509181205609665,0.9654078244437971,0.168,0.9939225727795975
Timmdc1,-0.004496792938595422,0.9655028026523165,0.547,0.9939225727795975
Pik3ip1,-0.004482863399991769,0.96560959803733,0.368,0.9939225727795975
Fosb,-0.00447474267162677,0.9656718585499967,0.253,0.9939225727795975
Gm40528,-0.004471714865426916,0.9656950723783446,0.116,0.9939225727795975
Dhcr24,-0.004431292781109866,0.9660049864010386,0.316,0.9939660653141519
Tamalin,-0.004419869357180988,0.9660925701170129,0.274,0.9939660653141519
Setd1b,-0.004394993582658472,0.966283294778257,0.684,0.9939660653141519
Midn,-0.0043798259215507025,0.9663995874471065,0.821,0.9939660653141519
Naalad2,-0.004292717543976928,0.9670674736149224,0.126,0.9942477095330404
Ccdc88c,-0.004274971801714987,0.967203538367472,0.242,0.9942477095330404
Pbx1,-0.004245572655428114,0.9674289571837561,0.874,0.9942477095330404
Gng5,-0.004228152294699883,0.9675625295197108,0.926,0.9942477095330404
Cers6,-0.004197427290881627,0.9677981187000735,0.768,0.9942477095330404
Tmem87b,-0.00412406170069779,0.9683606729574248,0.621,0.9942672868912634
Gemin5,-0.004120464626655417,0.9683882550800562,0.411,0.9942672868912634
Sys1,-0.004108299674456726,0.968481535393517,0.811,0.9942672868912634
Atg10,-0.004066483177825918,0.9688021856612782,0.621,0.9942672868912634
Tmem164,-0.004032101298423491,0.9690658307596014,0.663,0.9942672868912634
Pik3ap1,-0.003980715029283985,0.9694598741073028,0.158,0.9942672868912634
Zfp40,-0.0038784855123970767,0.9702438184918015,0.284,0.9942672868912634
Gas5,-0.003871518950881151,0.9702972424250336,0.916,0.9942672868912634
Cdk6,-0.0038702981755952114,0.9703066041038656,0.779,0.9942672868912634
Gab3,-0.003827082369340272,0.9706380128879124,0.2,0.9942672868912634
Axin1,-0.0038251438866460023,0.9706528786353746,0.663,0.9942672868912634
Aamp,-0.0038134676349112157,0.970742421152863,0.853,0.9942672868912634
Tfeb,-0.003801370576459315,0.9708351911239699,0.474,0.9942672868912634
Ell2,-0.003797506298210441,0.9708648255986099,0.484,0.9942672868912634
Adam17,-0.003797470035081146,0.9708651036943994,0.726,0.9942672868912634
Pdzrn4,-0.0037663175908806976,0.9711040077903472,0.116,0.9942672868912634
Als2,-0.003764153739922787,0.9711206021805856,0.284,0.9942672868912634
Vps26c,-0.0037241202129225494,0.9714276181293569,0.516,0.9942672868912634
Bhlhb9,-0.0037148098514006166,0.9714990196184655,0.463,0.9942672868912634
Pias4,-0.0037141413368162856,0.9715041464889176,0.368,0.9942672868912634
Ptger3,-0.0036871168702786654,0.97171139938827,0.737,0.9943189681655835
L3mbtl2,-0.0036667857255982712,0.9718673218806912,0.2,0.9943840999311363
Taf5,-0.0036172164411354445,0.9722474803223669,0.232,0.994527301195508
Kctd17,-0.0036037066933003233,0.972351090819014,0.653,0.994527301195508
Tubb2a,-0.003584968806704598,0.9724947983123561,0.832,0.994527301195508
Tlr5,-0.0034734081987348423,0.9733504141821375,0.147,0.9948150461121684
Gpatch2,-0.0034578798012138974,0.9734695118897958,0.6,0.9948150461121684
Sirt4,-0.003457038924300743,0.9734759611561115,0.168,0.9948150461121684
1190005I06Rik,-0.0034136189536075885,0.9738089812350574,0.116,0.9948544573886953
Rsph9,-0.0033710184634665403,0.9741357204734182,0.232,0.9950076893857603
Zfp329,-0.0033513871328493595,0.9742862912147096,0.4,0.9950076893857603
Ppme1,-0.0033481007095391064,0.9743114979078172,0.674,0.9950076893857603
Crppa,-0.0033126848469516613,0.9745831372986304,0.389,0.9950076893857603
Trmt12,-0.0032918479645001383,0.9747429573821826,0.137,0.9950076893857603
Chtop,-0.003291564102585935,0.9747451346262481,0.737,0.9950076893857603
Mir100hg,-0.0032398379426051634,0.9751418815722016,0.842,0.9952000486219655
Dennd2c,-0.0032139764753228604,0.9753402449502871,0.189,0.9952333068002123
Ythdc2,-0.0031875032315482883,0.9755433023481602,0.347,0.9952439968376146
Eda2r,-0.003181638311226624,0.975588288186199,0.211,0.9952439968376146
Ezh1,-0.003147250124359661,0.9758520582474773,0.411,0.9952439968376146
F8a,-0.0031263430514319453,0.9760124244702781,0.263,0.9952439968376146
Xab2,-0.003121049260398059,0.9760530302712284,0.463,0.9952439968376146
Gm56517,-0.003082664310003161,0.9763474622348406,0.558,0.9952461141908252
Zfp46,-0.0030442040953663433,0.9766424746929644,0.432,0.9952800173341904
Ankrd29,-0.003009264597913761,0.9769104839061826,0.189,0.9952800173341904
Cnih1,-0.002981627676809108,0.9771224793135704,0.832,0.9952800173341904
Drg2,-0.002939308395380123,0.9774471022438417,0.453,0.9952800173341904
Dtd1,-0.002933882047675275,0.9774887269626074,0.568,0.9952800173341904
Polr2a,-0.0029198839477004683,0.9775961046161964,0.821,0.9952800173341904
Tdrkh,-0.002916975598436066,0.9776184142455551,0.137,0.9952800173341904
Dennd1b,-0.002908952512141198,0.9776799585529331,0.642,0.9952800173341904
Foxred1,-0.0028914155388965967,0.9778144834077804,0.263,0.9952800173341904
Lpcat4,-0.0028894613239782807,0.977829474087751,0.326,0.9952800173341904
Sec24c,-0.002867757565772295,0.977995962993365,0.737,0.9952800173341904
Mtpap,-0.002860899907185841,0.9780485680917371,0.568,0.9952800173341904
St13,-0.0028513994566984197,0.9781214462016695,0.874,0.9952800173341904
Efhb,-0.002815049781981179,0.9784002868000722,0.147,0.9954472362922353
Dhdds,-0.002808361479651767,0.9784515934638929,0.579,0.9954472362922353
Dnajb2,-0.0027664752275879147,0.9787729092523825,0.4,0.9955971311403702
Ikzf3,-0.002756727859614948,0.9788476832774273,0.158,0.9955971311403702
Zfp90,-0.0027097777015791962,0.9792078499559631,0.358,0.9956261033467058
Zkscan14,-0.0026407832185773817,0.9797371318390269,0.189,0.9957813990069224
Eif5b,-0.0025781695333292835,0.9802174718935408,0.874,0.9959779288335233
Coa6,-0.0025454753627280062,0.9804682876039748,0.653,0.996148479375607
Socs1,-0.002511288668781734,0.9807305553470861,0.337,0.9963306352527678
Mrpl35,-0.0024077830634557824,0.9815246246631928,0.674,0.9967156772945667
Gm36440,-0.0023294116348673284,0.9821258828350807,0.232,0.9968625741049647
Gata6os,-0.0022979409169776354,0.9823673260295929,0.663,0.9968625741049647
Mrpl41,-0.0022834288128495313,0.9824786633584526,0.632,0.9968625741049647
E4f1,-0.002273258118623585,0.9825566934513701,0.347,0.9968625741049647
Hivep1,-0.0022626953890458536,0.9826377314335916,0.579,0.9968625741049647
Lxn,-0.002225984062840738,0.9829193845992941,0.632,0.9968625741049647
Izumo4,-0.0021328290688294813,0.983634088857309,0.242,0.997255298903125
Lrrc4c,-0.002066766656266016,0.9841409411272846,0.284,0.9975164848991479
Rnf40,-0.001978812509432358,0.9848157636268042,0.263,0.9975656373505504
Ap1ar,-0.001974100496291936,0.9848519165485436,0.484,0.9975656373505504
Rab11fip2,-0.0019111161769765894,0.985335166660321,0.505,0.9977005589233082
Sc5d,-0.0018686142102305344,0.9856612679737311,0.484,0.9977005589233082
Gm22146,-0.0018626470688808613,0.9857070517539093,0.137,0.9977005589233082
Meak7,-0.0018466170651544342,0.9858300445723481,0.168,0.9977005589233082
Septin1,-0.0018337778651439892,0.9859285556678743,0.4,0.9977005589233082
Lzts2,-0.0018236463439191726,0.9860062917548769,0.674,0.9977005589233082
Galnt7,-0.0018206575180471985,0.9860292241335529,0.368,0.9977005589233082
Rnf103,-0.001806309803872614,0.9861393100670384,0.516,0.9977005589233082
Rnf113a2,-0.001801562446688978,0.9861757352468563,0.442,0.9977005589233082
Ddx19b,-0.001748747725878606,0.9865809701227463,0.316,0.9977005589233082
Stip1,-0.0017266621421497962,0.9867504286050566,0.821,0.9977005589233082
Zfp933,-0.0016693321738913372,0.987190313270671,0.379,0.9977289162885624
Gpx1,-0.0016603972266278268,0.9872588701944208,0.874,0.9977289162885624
Gmppa,-0.001615171628193503,0.9876058829306025,0.579,0.9978437684556193
Zfp597,-0.0015451908694081632,0.9881428447394334,0.305,0.9978596817566003
Ccm2,-0.0015414758946185382,0.988171349861424,0.663,0.9978596817566003
Borcs8,-0.001488926984829918,0.9885745609240781,0.705,0.9978596817566003
Oxsm,-0.0014808725849078058,0.9886363630933552,0.242,0.9978596817566003
Ube2h,-0.0014335017664282802,0.988999845191012,0.8,0.9978596817566003
Rap2c,-0.0014217575627176327,0.9890899602562122,0.632,0.9978596817566003
Dip2b,-0.0014114868100783646,0.9891687694190234,0.642,0.9978596817566003
Hddc3,-0.0013742266531381836,0.9894546735571499,0.168,0.9979321516506257
Primpol,-0.0012840337524035674,0.9901467459618447,0.284,0.9982109134142627
Zfp12,-0.0012486107903948778,0.990418557121854,0.147,0.9983111907928157
Pierce2,-0.0012297217163124523,0.990563499180868,0.274,0.9983111907928157
Atpif1,-0.0011620418558281136,0.9910828314242981,0.926,0.9984970176882914
Polh,-0.001146564462582263,0.9912015956352379,0.295,0.9984970176882914
Mocs2,-0.0011278376446938474,0.9913452942335406,0.758,0.9984970176882914
Ptger4,-0.0011022406482675464,0.9915417109915037,0.453,0.9985273273400137
Usp25,-0.0010228607387665091,0.9921508303179855,0.874,0.9988472465225011
Dlx4os,-0.0009699212525010493,0.9925570623823948,0.116,0.9989365853219676
Fam234a,-0.0009478383751450886,0.9927265162910952,0.632,0.9989365853219676
Atg2b,-0.0009199102509890827,0.9929408244136648,0.421,0.9989365853219676
Ifit2,-0.0009112127521829789,0.9930075652913235,0.179,0.9989365853219676
Gm35612,-0.000901836241121933,0.9930795166718716,0.168,0.9989365853219676
Rtl6,-0.000897347735181618,0.9931139595878957,0.126,0.9989365853219676
Cab39,-0.000886650127499994,0.9931960486027858,0.779,0.9989365853219676
Immp1l,-0.0008437252914036202,0.9935254367374614,0.705,0.9991765839234399
Gm45871,-0.0007613517203959902,0.9941575417807804,0.221,0.9995687158065509
Zfp202,-0.0007053972745462175,0.9945869180774589,0.116,0.9996041018918593
Clpb,-0.000674971348366411,0.9948203974366797,0.411,0.9996041018918593
Trim6,-0.0006676081348383845,0.9948769005775887,0.116,0.9996041018918593
Zfp143,-0.0006621126940822738,0.9949190709945697,0.442,0.9996041018918593
Ndufaf1,-0.0006313167548226331,0.9951553903471604,0.442,0.9996041018918593
Polr1a,-0.0005723697732435855,0.9956077340078993,0.516,0.9996041018918593
Cbx7,-0.0005302730518711039,0.9959307740540774,0.211,0.9996041018918593
Gm15417,-0.0005296919397924435,0.9959352333721656,0.379,0.9996041018918593
C3ar1,-0.0004992936050694335,0.9961685032493028,0.105,0.9996041018918593
Cyp39a1,-0.0004915055410151329,0.9962282671265501,0.221,0.9996041018918593
Prr5l,-0.0004912588162018301,0.9962301604384202,0.116,0.9996041018918593
Bclaf1,-0.0004910916173567943,0.9962314434855393,0.832,0.9996041018918593
Mlf2,-0.0004910916173567943,0.9962314434855393,0.832,0.9996041018918593
Gpd2,-0.0004724402703177345,0.9963745698750539,0.495,0.9996041018918593
Nudcd3,-0.00045777311058272773,0.9964871225566732,0.768,0.9996041018918593
Pbxip1,-0.0004359644048152039,0.9966544780785547,0.789,0.9996041018918593
Gjb3,-0.00041957537336905035,0.9967802442302411,0.6,0.9996041018918593
Capn7,-0.00040123482926085485,0.9969209859932213,0.642,0.9996041018918593
Xrcc1,-0.00038638145611337476,0.9970349679547783,0.326,0.9996041018918593
Ndufa7,-0.0003783183554341883,0.9970968426814787,0.874,0.9996041018918593
Bag1,-0.00035009105456024843,0.9973134538423981,0.905,0.9996824529275522
Akr1b10,-0.00030609165798011666,0.9976510975730584,0.411,0.9998161028761966
Mettl21a,-0.0002925614229665861,0.9977549263335308,0.442,0.9998304492755841
Otulin,-0.00021190326840681985,0.9983738842377023,0.737,0.9998304492755841
Bcl7c,-0.0002111071732142843,0.9983799933515319,0.779,0.9998304492755841
Sat1,-0.00017579209871580804,0.9986509959687919,0.789,0.9998304492755841
Galnt11,-0.00016006205324440122,0.9987717060439658,0.579,0.9998304492755841
Gm32618,-0.00014329831418636956,0.9989003485633664,0.189,0.9998304492755841
Nkd1,-0.00011301507648363724,0.9991327378374792,0.737,0.9998304492755841
Ncapg2,-0.00010553702074549868,0.9991901233892475,0.284,0.9998304492755841
Cdk15,-7.883583237938424e-05,0.9993950245984828,0.105,0.9998304492755841
Lmo1,-7.331596856644657e-05,0.9994373832717002,0.179,0.9998304492755841
Txlng,-6.637192109707529e-05,0.9994906709359759,0.537,0.9998304492755841
Gm2a,-6.31403508030164e-05,0.9995154695622903,0.832,0.9998304492755841
Fbf1,-3.2945769835124424e-05,0.9997471786460117,0.347,0.9998304492755841
Lamtor5,-1.4053938886551766e-05,0.999892151984191,0.8,0.999892151984191
Rab3gap2,4.266984060833467e-05,0.9996725574539387,0.684,0.9998304492755841
Zfp764,4.4107645753839164e-05,0.9996615239336926,0.158,0.9998304492755841
Trp53i11,5.891922798567821e-05,0.9995478618793621,0.211,0.9998304492755841
Dad1,6.302632400449893e-05,0.9995163445882798,0.895,0.9998304492755841
Serpinb1a,8.817241056069454e-05,0.9993233769897488,0.547,0.9998304492755841
Ivns1abp,0.00010983364524951879,0.9991571516944053,0.558,0.9998304492755841
Pcdh19,0.00011336741912349925,0.9991300340095444,0.116,0.9998304492755841
Tgds,0.00014227586884737846,0.9989081946625996,0.4,0.9998304492755841
Hmox2,0.00019881369210880478,0.9984743316736451,0.695,0.9998304492755841
Enoph1,0.00020998992180074717,0.9983885669696757,0.326,0.9998304492755841
Trim37,0.0002182837883702908,0.9983249210981264,0.421,0.9998304492755841
Mr1,0.0002788583904152375,0.9978600811515198,0.432,0.9998304492755841
Rbak,0.00033431992168491906,0.9974344787267491,0.263,0.9996824529275522
Nek3,0.00033953698087953106,0.9973944439306339,0.126,0.9996824529275522
Nmnat1,0.00037705355262743955,0.9971065485432498,0.179,0.9996041018918593
Usp30,0.0003983018889430773,0.9969434928147731,0.137,0.9996041018918593
Poli,0.0004313382730455033,0.9966899780809927,0.147,0.9996041018918593
Gm57349,0.0004540402874163192,0.9965157674632044,0.147,0.9996041018918593
Wdr70,0.00046862355306461346,0.996403858549255,0.558,0.9996041018918593
Polr2b,0.00048621439512782136,0.9962688702191481,0.653,0.9996041018918593
Pyroxd1,0.00048660725114787773,0.9962658555279196,0.411,0.9996041018918593
Ppp1r7,0.0005175793804408762,0.9960281823460355,0.705,0.9996041018918593
Zdhhc21,0.0005575030258866093,0.9957218177489463,0.516,0.9996041018918593
Klc1,0.0005851899229570376,0.9955093554216725,0.663,0.9996041018918593
Exosc1,0.0006189691208726176,0.995250142726296,0.621,0.9996041018918593
Zfp975,0.0006324971491336306,0.995146332326285,0.263,0.9996041018918593
Ccdc122,0.0006390440103497296,0.9950960935274484,0.695,0.9996041018918593
Arrb2,0.0006689075171729316,0.9948669294968309,0.389,0.9996041018918593
Ing4,0.0007065097850334967,0.9945783810168325,0.663,0.9996041018918593
Fip1l1,0.0008162810697618992,0.9937360333609108,0.779,0.9992285865978106
Tsen54,0.0008338650636961909,0.9936011003619449,0.295,0.9991765839234399
Lyrm4,0.0009099457342070295,0.9930172878481918,0.305,0.9989365853219676
Mcub,0.0009334771876428901,0.9928367176544339,0.632,0.9989365853219676
Aimp1,0.0009957943459955262,0.9923585245079467,0.842,0.9988472465225011
Hps1,0.0010046085184988443,0.992290888825355,0.411,0.9988472465225011
Cracdl,0.0010086510120470178,0.992259868709743,0.253,0.9988472465225011
Vmac,0.001042331329620239,0.9920014228999806,0.295,0.9988227324746387
Kdm4b,0.0010810183011312096,0.9917045595676506,0.337,0.9986075684945305
Bmt2,0.001103395780467351,0.9915328471545795,0.642,0.9985273273400137
Mcfd2,0.0011370701911718169,0.9912744490612702,0.821,0.9984970176882914
Mrpl14,0.0011511080947665306,0.9911667305134318,0.821,0.9984970176882914
