gene,spearman_rho,p_nominal,detection_frac,p_fdr_bh
Pdss1,0.05036512420723174,0.6278837182341436,0.274,0.8898183729566351
Plcg2,0.05039546804555183,0.6276762911226919,0.168,0.8897885746765244
Tmem67,0.050395872383731,0.6276735273070995,0.253,0.8897885746765244
Dagla,0.05045449889840245,0.6272728456776259,0.211,0.8897408440321912
Smg1,0.05052143611177414,0.6268154969551221,0.853,0.8893032815715646
Bcl2l13,0.050531155928573324,0.6267490980032087,0.537,0.8893032815715646
Smu1,0.050554935422081275,0.6265866657731594,0.716,0.8892938647681234
Sirpa,0.05056008802986181,0.6265514718470213,0.558,0.8892938647681234
Gm57457,0.05057754460105294,0.6264322442121284,0.179,0.8892938647681234
Ptgfrn,0.05058593432646091,0.6263749461629979,0.789,0.8892938647681234
Armcx1,0.050596416579398416,0.6263033602100416,0.305,0.8892938647681234
Zfp867,0.05062455041396891,0.62611124427311,0.158,0.8892938647681234
Commd5,0.05066010930523206,0.6258684609830795,0.6,0.8892938647681234
Nsun6,0.050691442797660434,0.6256545602607195,0.337,0.8892938647681234
Wdr74,0.05073239533060044,0.6253750410785555,0.579,0.8892938647681234
Gm33989,0.050743144105277686,0.6253016847049845,0.558,0.8892938647681234
Zfp532,0.050744049668703446,0.625295504739452,0.705,0.8892938647681234
Eif1a,0.05074575773735715,0.6252838481936552,0.853,0.8892938647681234
Ccl24,0.05076153575250564,0.6251761770467249,0.295,0.8892938647681234
Ltbp4,0.05085215460385199,0.6245579350903518,0.726,0.8892938647681234
Tnrc6a,0.050918764872682216,0.6241036560192328,0.863,0.8892938647681234
Acd,0.050941613781911727,0.6239478598431687,0.463,0.8892938647681234
Nop53,0.05094355214521634,0.6239346437988034,0.821,0.8892938647681234
Ebag9,0.05096320993971457,0.6238006208096327,0.516,0.8892938647681234
Rusc2,0.051016039681970826,0.6234404986903623,0.421,0.8892938647681234
Tcta,0.051062328537363776,0.623125036314808,0.284,0.8892938647681234
Clpp,0.05107201391372912,0.62305903827822,0.8,0.8892938647681234
Lrrc8b,0.05107703691620888,0.6230248117361414,0.4,0.8892938647681234
Rassf9,0.05108453665252892,0.6229737103178572,0.2,0.8892938647681234
Supv3l1,0.05109888901427798,0.622875921721078,0.347,0.8892938647681234
Ino80e,0.05118121529889626,0.6223151250307322,0.653,0.8892938647681234
Cs,0.05119849936370808,0.6221974154410788,0.8,0.8892938647681234
Sat2,0.05124377963624369,0.6218890884690433,0.242,0.8892938647681234
Cox4i1,0.05125459320723861,0.6218154652701058,0.958,0.8892938647681234
Foxj3,0.05125507819534578,0.6218121633606188,0.632,0.8892938647681234
Cir1,0.051270895467975836,0.6217044798714795,0.779,0.8892938647681234
Asap1,0.0512729844841172,0.6216902585115976,0.811,0.8892938647681234
Zbtb45,0.05137331587991242,0.6210073978742988,0.337,0.8892938647681234
Gm11110,0.051404523395778015,0.6207950633587618,0.253,0.8891669242214784
Mtif2,0.0515399752856839,0.6198738152285939,0.621,0.8880882281107435
Rela,0.05161267021530219,0.6193796374639973,0.758,0.887987021734951
Trio,0.05162011753030464,0.6193290204079789,0.8,0.887987021734951
Pbx4,0.05164557490562592,0.6191560080494272,0.2,0.887987021734951
Suclg2,0.05165832142694185,0.6190693884665612,0.726,0.887987021734951
Zeb2,0.051659436010910255,0.6190618145063832,0.905,0.887987021734951
Jtb,0.05178132059772841,0.618233809377046,0.789,0.8878167030615522
Plpp3,0.05178337186508575,0.6182198784683831,0.442,0.8878167030615522
Gm57390,0.051802599479605124,0.618089303253905,0.242,0.8878167030615522
Amhr2,0.05185140082294366,0.617757945390716,0.147,0.8878167030615522
Mettl27,0.05185308175826621,0.6177465333146299,0.232,0.8878167030615522
Slc9a1,0.05187617266239028,0.6175897755220342,0.695,0.8878167030615522
C2cd2l,0.051886422456109346,0.617520197983667,0.242,0.8878167030615522
Sdccag8,0.05189030188798808,0.6174938645470842,0.568,0.8878167030615522
Gm16364,0.05194147303033229,0.6171465620503762,0.168,0.8878167030615522
Zeb2os,0.0519667115941134,0.6169752969769661,0.232,0.8878167030615522
Glud1,0.05197251662726425,0.6169359077995675,0.853,0.8878167030615522
Pcdh18,0.052023526512037,0.6165898345534608,0.232,0.8878167030615522
Inhbb,0.052084206591979855,0.6161782636235043,0.105,0.887743269897698
Vps50,0.05212305032299159,0.6159148630050004,0.421,0.8876833225424366
H2-Eb1,0.05217485761924188,0.6155636317541755,0.642,0.887603281670756
Sez6l,0.05227148370712848,0.6149087798030453,0.516,0.8869785823035997
Ucp2,0.052342791159022566,0.6144257101686998,0.568,0.8866013101785337
Agl,0.05243949313442526,0.613770869130531,0.611,0.8859443383862867
Gsr,0.052455600328239295,0.6136618247560481,0.832,0.8859249164176831
Phlpp2,0.05251612682403303,0.6132521405349187,0.295,0.8858837231717765
Zfp444,0.05254156839407101,0.613079970259212,0.432,0.8858837231717765
Gm26885,0.05262767523310888,0.6124974168665779,0.116,0.8857348529828978
Ralgps1,0.052648490609196526,0.6123566271636004,0.232,0.8856758393211873
Rnf150,0.052658342510652885,0.6122899964141153,0.495,0.8856758393211873
Unc13b,0.05267555594152243,0.6121735854632706,0.158,0.8856758393211873
Bbc3,0.05275327942441824,0.611648077234437,0.274,0.8856758393211873
Noc2l,0.05278601331422293,0.6114268139018397,0.674,0.8856758393211873
Nr2c1,0.052804735253595504,0.6113002794319073,0.411,0.8856758393211873
Zfp267,0.052863802512899336,0.6109011411158041,0.368,0.8856758393211873
Ssh2,0.052981955552520936,0.6101030806646202,0.768,0.8854717381288643
Eif4a1,0.053011105779515504,0.6099062565708109,0.916,0.8853892216574003
Mia2,0.053025511418959816,0.6098089990689698,0.8,0.8853659796639807
Gm48226,0.05306513334063621,0.6095415326112321,0.232,0.88530226834269
Mst1r,0.053065501604661156,0.6095390468978837,0.379,0.88530226834269
Imp3,0.05306767323561947,0.6095243888848885,0.8,0.88530226834269
Kdm3b,0.053073003457147466,0.6094884117604722,0.621,0.88530226834269
Scfd2,0.05310090635663401,0.6093000921411629,0.558,0.88530226834269
Vps4b,0.05311294091951491,0.6092188774620636,0.811,0.88530226834269
Trub2,0.053173614943981796,0.6088094938376774,0.411,0.88530226834269
Ubfd1,0.05318805482681466,0.6087120818944887,0.663,0.88530226834269
Mcm9,0.05319887756567373,0.6086390758042675,0.421,0.88530226834269
Xylt1,0.053216116308121564,0.608522797709134,0.358,0.88530226834269
Kpna1,0.053320751841581,0.607817223121821,0.568,0.88472074166853
Chmp3,0.053335322750376155,0.6077189975681642,0.789,0.88472074166853
Hibadh,0.05338901450569499,0.6073571103181865,0.758,0.8843726441414583
Scp2,0.053394212326830545,0.6073220815614768,0.842,0.8843726441414583
Elmo3,0.05340544624575873,0.6072463778293289,0.179,0.8843726441414583
Cdkl5,0.05343102692556986,0.6070740088454221,0.137,0.8843726441414583
Nr1d2,0.05343621743108964,0.607039036551551,0.526,0.8843726441414583
Phpt1,0.053466701070684304,0.6068336634803628,0.632,0.8843726441414583
Tbl1xr1,0.05349845059945425,0.6066197943894651,0.821,0.8843726441414583
Pex6,0.053511685972005056,0.6065306489310162,0.484,0.8843726441414583
Utp25,0.05357762753179817,0.6060865923823101,0.284,0.884238361450109
Zfp276,0.05363613720962908,0.6056927026698151,0.211,0.8841347508918151
Agpat2,0.05365831309788552,0.6055434430912401,0.526,0.8841347508918151
Gm16759,0.05368875167723892,0.6053385960884107,0.137,0.8840063881334891
Cpne1,0.05369868770883255,0.6052717347222261,0.716,0.8840063881334891
Kmt2d,0.05372099157443366,0.6051216598056499,0.516,0.8839959793916952
E130102H24Rik,0.05373349238669628,0.6050375533846981,0.274,0.8839959793916952
Tfg,0.05377777649861091,0.6047396479820669,0.768,0.8838842304711719
Ddr2,0.053784424118833614,0.604694934100585,0.8,0.8838842304711719
Mrpl33,0.053792829582665666,0.6046383985260785,0.884,0.8838842304711719
Arglu1,0.05381253199660671,0.6045058882378092,0.8,0.8838842304711719
Atrx,0.05383848654962087,0.6043313482179509,0.895,0.8838842304711719
Ift81,0.053923988777639896,0.6037565175404787,0.347,0.8836540155182878
Ppp4c,0.05395293332804192,0.603561978375054,0.758,0.8836130120350695
Gm56663,0.05395819119034747,0.6035266427414405,0.137,0.8836130120350695
Acad9,0.05396428883491897,0.6034856644697436,0.368,0.8836130120350695
Or2v1,0.05398637995984545,0.6033372148076389,0.126,0.8836130120350695
Ndufb1,0.054016966372593435,0.6031317045216742,0.884,0.8836130120350695
Tmem170,0.05402998748128819,0.6030442250190798,0.2,0.8836130120350695
Irf2,0.05409724944911772,0.6025924295021389,0.832,0.883566892738313
Ubxn2a,0.05415190283173083,0.602225435728356,0.579,0.883566892738313
Tmem216,0.05415467795032833,0.6022068036379294,0.411,0.883566892738313
Auh,0.05423239794979015,0.6016850969618316,0.726,0.883566892738313
Fosl2,0.054236578437315046,0.6016570405229433,0.811,0.883566892738313
Calhm2,0.05427717384187246,0.6013846234332345,0.358,0.883566892738313
Fut11,0.054315424369283626,0.6011279918584813,0.611,0.883566892738313
Coa3,0.0543319980195086,0.6010168105397156,0.737,0.883566892738313
Rnf111,0.054418166356478136,0.6004389132120236,0.758,0.883566892738313
Naf1,0.054428244742777916,0.6003713375643045,0.526,0.883566892738313
Ankmy2,0.05444722061104466,0.6002441134224222,0.442,0.883566892738313
Ehmt1,0.054460460268154154,0.6001553549440071,0.758,0.883566892738313
Ptgs1,0.054531341465262485,0.5996802677460276,0.768,0.8833714850725742
Slc8b1,0.05454051108777875,0.5996188198163187,0.253,0.8833714850725742
Dkc1,0.05459163699789308,0.599276263754353,0.621,0.8829930174129974
Pon3,0.05461696141789023,0.5991066162764803,0.695,0.8829597571660365
Smim26,0.05463750374411039,0.5989690196225016,0.547,0.88286533496285
Lcp2,0.05465595104249682,0.5988454679004716,0.232,0.8827915939939794
Mycbp2,0.05466551260634487,0.5987814333123571,0.832,0.8827915939939794
Nob1,0.054689479701207244,0.598620937111646,0.6,0.8827857518913699
Traf3,0.05471422373821026,0.598455258243785,0.758,0.8827857518913699
Gart,0.05473660536707603,0.5983054150061011,0.568,0.8827857518913699
Hs6st1,0.054782681291172385,0.5979969930870263,0.337,0.8827697372370719
Nlrp3,0.05481718211446518,0.5977660988164877,0.105,0.8827176913650926
Kansl1,0.054825607302648204,0.5977097199063195,0.853,0.8827176913650926
Fer,0.05482914840473955,0.5976860245899467,0.621,0.8827176913650926
Mkln1,0.0548466374550466,0.5975690026117744,0.853,0.8827176913650926
Eid2,0.05487820373974114,0.5973578135859325,0.611,0.8826575520214487
Tnrc6b,0.054902931132807954,0.5971924023591857,0.895,0.8826303760618835
Srsf6,0.054913217938664716,0.5971235959181593,0.863,0.8826303760618835
Sgms1,0.05491868794344787,0.5970870095661658,0.768,0.8826303760618835
U2af1,0.05493031676611505,0.5970092330407846,0.821,0.8826303760618835
Mapre2,0.05495035494108184,0.5968752232665573,0.611,0.8826303760618835
Ddx18,0.054958234093452005,0.596822533362624,0.779,0.8826303760618835
Mtrex,0.05495875470353506,0.5968190519833985,0.684,0.8826303760618835
Lysmd3,0.055022506142422545,0.5963928075570661,0.611,0.8826303760618835
Mapk14,0.05504419290323389,0.5962478401879518,0.811,0.8826303760618835
Naa60,0.055044400058584644,0.5962464555129878,0.358,0.8826303760618835
Kcnn4,0.055067495023047724,0.596092092389882,0.189,0.8826303760618835
Ro60,0.05511399564816224,0.595781343863127,0.695,0.8826303760618835
Wdr27,0.055154631592737376,0.595509846596076,0.221,0.8826303760618835
Hspb8,0.05517103342362161,0.5954002782547357,0.653,0.8826303760618835
Tshz2,0.05518139669230603,0.595331053687679,0.916,0.8826303760618835
Ddx50,0.055261838141706696,0.5947938437703544,0.832,0.8823436721214042
Ercc6l2,0.05528301067908473,0.5946524840172767,0.495,0.8822429723953343
Mapk8ip3,0.05531369612188636,0.5944476375695389,0.4,0.8821803476357958
Rdh5,0.055329092788106424,0.5943448661823639,0.253,0.8821803476357958
Slc35a5,0.05536523071279825,0.5941036801193222,0.484,0.8820827114124771
Hp,0.055380300182235595,0.5940031188437603,0.484,0.8820827114124771
Atp5l,0.05539999546399813,0.593871700240441,0.926,0.8820827114124771
Napsa,0.055487418358329675,0.5932885208618037,0.158,0.8818538338682443
Igf1,0.05551471611381269,0.5931064762681746,0.811,0.8816950557994044
Ccdc73,0.05555880352882957,0.5928125171584173,0.189,0.8815828453704628
Naa40,0.055561180010223234,0.5927966734971286,0.558,0.8815828453704628
2700097O09Rik,0.055622130486581906,0.5923903906665482,0.326,0.8815828453704628
Renbp,0.0556761892495758,0.5920301517123385,0.505,0.8812925900830708
Hdhd3,0.0556802611219543,0.5920030214125946,0.137,0.8812925900830708
Wdr26,0.05571527041997706,0.5917697826674738,0.895,0.8812925900830708
Hivep3,0.055715540432044866,0.5917679839559634,0.537,0.8812925900830708
Vgll3,0.055816241716437134,0.5910973249289255,0.453,0.8809520772600992
Ccdc32,0.05583982993867179,0.5909402797816699,0.579,0.880871500848977
Gm14399,0.05584540015720231,0.5909031972588447,0.189,0.880871500848977
Ear1,0.05586769730498634,0.5907547693735868,0.137,0.880871500848977
Foxp4,0.055934412061043486,0.5903107627064335,0.579,0.880589057996788
Acsf3,0.05596822728364776,0.590085770022138,0.189,0.8804030643079813
Mrpl51,0.05599089252402224,0.5899349865226526,0.8,0.8804030643079813
Cd33,0.055999349203631234,0.589878731820781,0.126,0.8804030643079813
Slc24a3,0.05600310471900346,0.5898537505263247,0.263,0.8804030643079813
Slc16a9,0.05604785448661403,0.5895561166780838,0.126,0.8804030643079813
Sfxn3,0.05605547793588407,0.5895054193729821,0.737,0.8804030643079813
Bicral,0.0560598893311258,0.5894760837066298,0.621,0.8804030643079813
Zkscan1,0.05607196009694669,0.5893958168057893,0.653,0.8804030643079813
Mt2,0.056084711174291396,0.5893110314277477,0.789,0.8804030643079813
Nudt9,0.056116300757912116,0.5891010075458247,0.579,0.8804030643079813
Sorbs2,0.05618719117921436,0.5886298151042515,0.442,0.8804030643079813
Mtx3,0.05629417757414395,0.5879190253596971,0.2,0.8802872749885612
Acbd6,0.05631413311841293,0.5877864891377753,0.8,0.8802872749885612
Smpd1,0.05633565800682339,0.5876435452428417,0.611,0.8802872749885612
Ss18l2,0.05635048724987285,0.5875450754353495,0.589,0.8802872749885612
Limd1,0.056435984305951994,0.5869775005726406,0.779,0.8798800061642568
Spout1,0.056436103727568146,0.5869767079632802,0.347,0.8798800061642568
Selenof,0.05644856654783856,0.5868939940616474,0.916,0.8798800061642568
Psmd7,0.056461504806964,0.5868081303622799,0.832,0.8798800061642568
Snx2,0.05653473894700386,0.5863222259364331,0.789,0.8797956769254188
Gm56555,0.056551588241940155,0.5862104577837026,0.874,0.8797956769254188
Tprkb,0.05657100074840717,0.5860816988707125,0.537,0.8797956769254188
Chchd10,0.05662168251435346,0.585745598643467,0.326,0.8797907684403438
Spr,0.056749780385778784,0.584896499855337,0.768,0.8791752971661281
Hmcn1,0.056891826973981735,0.583955600495115,0.474,0.8783501166516481
Edem2,0.05693082182505176,0.5836974246789031,0.589,0.8783501166516481
Ift43,0.05694082197699558,0.5836312244329747,0.705,0.8783501166516481
Gm14636,0.05697489346215084,0.5834056996297473,0.211,0.8783501166516481
Slc7a4,0.057011215439217514,0.5831653224604875,0.116,0.878222253453289
Ndufa5,0.05706484593685949,0.5828104813855695,0.832,0.8780182496858887
Hvcn1,0.057111986478438403,0.5824986623471544,0.116,0.8776586069522253
Hnrnph2,0.057123041537484695,0.5824255478920245,0.768,0.8776585785064682
Prxl2c,0.057125660922318175,0.5824082247763767,0.716,0.8776585785064682
Ogdh,0.05716306426033086,0.5821608862762093,0.832,0.8775014737037691
Mnt,0.057187769864175286,0.5819975410476377,0.495,0.8775014737037691
Slc25a11,0.0572102468599648,0.5818489489372536,0.705,0.8775014737037691
Zfp335,0.057232152924134576,0.5817041479567711,0.305,0.8775014737037691
Commd9,0.057240159735968056,0.5816512263731581,0.474,0.8775014737037691
Akap12,0.05733979686228874,0.5809928531084745,0.189,0.8770406320434314
Cltb,0.057361695283696654,0.5808482006898816,0.811,0.8769325217758593
Asxl2,0.05736447923444828,0.5808298121870019,0.747,0.8769325217758593
Ikbkb,0.05743235626720213,0.5803815549782257,0.611,0.8764484128566917
Cd2ap,0.05752696208534002,0.5797570480756715,0.905,0.8759460017924484
Hypk,0.057541906365148957,0.5796584270542751,0.832,0.8759072154090964
Cetn4,0.05755587175464539,0.5795662729721984,0.316,0.8758781925207283
Pfkfb4,0.05758096922933871,0.5794006780664718,0.347,0.8757381598116977
Zbtb46,0.05758730542655239,0.5793588748448908,0.505,0.8757381598116977
Hsd17b11,0.05766475650669423,0.5788480019686146,0.547,0.8752177011738896
Marchf1,0.057670746823144714,0.5788084980869418,0.158,0.8752177011738896
Ldlrad4,0.05768831164766308,0.578692671865973,0.863,0.8752177011738896
Il3ra,0.05773229434307681,0.5784026875512089,0.684,0.8752177011738896
Ppp2r2a,0.05774535860662534,0.578316565906956,0.832,0.8752177011738896
Tenm3,0.057754074071708975,0.5782591155128225,0.726,0.8752177011738896
Rgmb,0.057836295001475115,0.5777172635390592,0.6,0.8750748454794869
Hmgcs2,0.057885717600313615,0.5773916721390588,0.347,0.8750160475725581
Lyrm9,0.05788819403810718,0.577375359838278,0.179,0.8750160475725581
Amn1,0.05789854758174399,0.5773071633377473,0.516,0.8750160475725581
C1qa,0.057932242346356556,0.5770852492227314,0.168,0.8750160475725581
Nrip2,0.057939560522942836,0.577037056852892,0.126,0.8750160475725581
Rp2,0.05801894915351224,0.5765143790405107,0.589,0.874571238602149
Fignl2,0.058023172631226805,0.5764865787191276,0.105,0.874571238602149
Wdr77,0.0580769485500277,0.5761326623035432,0.516,0.8744311561469654
Tjp1,0.05808363870173314,0.5760886393452047,0.758,0.8744311561469654
Hsdl1,0.058089335168668245,0.5760511563252744,0.284,0.8744311561469654
Arhgef1,0.058109014391047493,0.5759216748325291,0.768,0.8744311561469654
Slc25a28,0.05811447997536176,0.5758857158500472,0.674,0.8744311561469654
Snhg20,0.05812294361983203,0.5758300341921956,0.484,0.8744311561469654
E430018J23Rik,0.058140599341810546,0.5757138866230389,0.232,0.8744311561469654
Vps16,0.058156552196837304,0.5756089506680868,0.537,0.8744311561469654
Elovl5,0.05816440016653818,0.5755573309325988,0.547,0.8744311561469654
Zfp748,0.0581716663731759,0.5755095396406589,0.263,0.8744311561469654
Tspan3,0.058190431686393394,0.5753861249616774,0.853,0.8744311561469654
Gm28875,0.058245011168387796,0.5750272395787337,0.253,0.8744311561469654
Ikbke,0.05824943644040474,0.5749981459288581,0.463,0.8744311561469654
Atg4c,0.05828568093780937,0.5747598847211142,0.4,0.8744311561469654
Itgb2,0.058331477982877904,0.574458893453397,0.242,0.8742942773094323
Palb2,0.058444944821676836,0.5737134733082662,0.137,0.8738313101759456
Rc3h1,0.058506577818493326,0.5733087645567736,0.758,0.8734574718986399
Gorasp1,0.05857511513596682,0.5728588755316918,0.253,0.8731953960354213
Pkp3,0.058588423287701336,0.5727715379809655,0.2,0.8731929731510224
Pld4,0.058594381843210516,0.5727324357197572,0.126,0.8731929731510224
